method,overall_macro_f1,collapse_macro_f1,stable_macro_f1,collapsed_count,time_s
Static,0.7401953796542524,0.5034284741114535,0.8321626795809953,4,
BN-Adapt,0.7401953796542524,0.5034284741114535,0.8321626795809953,4,6.7
Tent,0.7414693884928483,0.5049991086545328,0.8357821390188833,4,6.9
EATA,0.7402450736632026,0.5033947441428537,0.8320473239133082,4,7.0
CoTTA,0.7406222067579281,0.5037403141703144,0.8321194226828574,4,9.0
SAR,0.7399261782853118,0.5039786538964203,0.8313833138339837,4,8.2
NOTE,0.7403314476320614,0.5046131494400169,0.8326835452679526,4,52.6
