method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
self_evolving,confidence>=0.9,0,5,0.4856,0.0058,0.0103,0.0048,0.7535,0.0125,12.0000,0.0000,0.6151,0.0048,0.0142,0.0037,0.8879,0.0080,12.0000,0.0000
self_evolving,confidence>=0.95,0,5,0.4857,0.0048,0.0109,0.0040,0.7547,0.0060,12.0000,0.0000,0.6040,0.0043,0.0142,0.0036,0.8814,0.0022,12.0000,0.0000
self_evolving,confidence>=0.99,0,5,0.4676,0.0066,0.0035,0.0003,0.7213,0.0174,12.0000,0.0000,0.5566,0.0060,0.0064,0.0007,0.8414,0.0128,12.0000,0.0000
self_evolving,confidence>=0.997,0,5,0.4375,0.0126,0.0009,0.0000,0.6869,0.0273,12.0000,0.0000,0.5047,0.0105,0.0017,0.0000,0.8028,0.0214,12.0000,0.0000
static,,0,5,0.6308,0.0020,0.0313,0.0055,0.9019,0.0015,11.8000,0.4472,0.6286,0.0000,0.0276,0.0000,0.9028,0.0000,12.0000,0.0000
