method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,stable_absorber,5,2,0.5,2.0,150,0,0,0.754390207590674,0.6202822074367178,0.01789504501207641,0.03153852496503578,27326,0.938836944760425,0.8896248031831657,144172,12,7,0.754390207590674,0.6202822074367178,0.01789504501207641,0.03153852496503578,27326,0.938836944760425,0.8896248031831657,144172,12,7,,
active_head_ft,random,200,stable_absorber,5,2,0.5,2.0,150,2,18,0.7681479393119879,0.620767220328845,0.018006148440931048,0.028844096160817376,27324,0.9397887055265367,0.8745357634141545,144159,12,6,0.7681761811447603,0.620789344322735,0.01800483056429774,0.028843763761923814,27326,0.9397941347834531,0.8745413855557491,144172,12,6,550,0.16475743055343628
active_head_ft,random,500,stable_absorber,5,2,0.5,2.0,150,9,48,0.7937597194890261,0.6484480835863742,0.35274737343046453,0.14470951626686576,27317,0.936014320802631,0.8874373487850443,144126,9,5,0.7938278257202646,0.6485225095614585,0.35285076483934713,0.14478296415540046,27326,0.9360347362872125,0.8874581013012387,144172,9,5,1150,0.1653876155614853
active_head_ft,random,1000,stable_absorber,5,2,0.5,2.0,150,19,94,0.8023458871345281,0.6564330719079717,0.5635917530303585,0.25285856466740525,27307,0.9341981966974158,0.8920860153281778,144069,6,5,0.8024740993433487,0.6566034798693186,0.5637488106565176,0.25307800245212125,27326,0.9342452071137253,0.8921733105920916,144172,6,5,2150,0.16325339674949646
active_head_ft,margin,200,stable_absorber,5,2,0.5,2.0,150,8,38,0.7699347482179151,0.6352161452126727,0.3734900065890622,0.1286035059075627,27318,0.9458679577709029,0.8667449294357962,144166,9,6,0.7699612085285313,0.6352641268647603,0.3736368293932518,0.12873768224989407,27326,0.9458702105818051,0.8667566784962478,144172,9,6,550,0.20238490402698517
active_head_ft,margin,500,stable_absorber,5,2,0.5,2.0,150,16,87,0.7817262644124382,0.6554122420845229,0.4238740388136214,0.2035239863324996,27310,0.9367369589345172,0.8904368721710819,144160,7,4,0.7817822916517095,0.6555595597937097,0.4241747785991363,0.20393216812304307,27326,0.9367352884055157,0.890449997994974,144172,7,4,1150,0.1964074969291687
active_head_ft,margin,1000,stable_absorber,5,2,0.5,2.0,150,31,150,0.7954446620063544,0.6750467223679991,0.4832386884044697,0.326797501573798,27295,0.9406573890361162,0.8910683144783033,144146,5,3,0.7955448376660427,0.6753420528659109,0.4837517382712435,0.32767255551005675,27326,0.9406611547318481,0.891094451958681,144172,5,3,2150,0.19595365226268768
active_head_ft,absorber_margin,200,stable_absorber,5,2,0.5,2.0,150,18,200,0.7450343114172101,0.6202756226382984,0.3036472828475172,0.18163701115369632,27308,0.9434271128128294,0.855003875948799,144168,7,3,0.7450600009522161,0.6203430611310469,0.3039961941008563,0.18188769879608546,27326,0.9434286824071249,0.855007614986668,144172,7,3,550,0.2048969268798828
active_head_ft,absorber_margin,500,stable_absorber,5,2,0.5,2.0,150,63,500,0.7576442340040931,0.633899104074202,0.5116825000916994,0.27251281661785265,27263,0.9373075108903749,0.8724661566507669,144164,5,2,0.7577086052376422,0.6340803246582003,0.5125887433213789,0.27324191305039386,27326,0.9373109896512499,0.8724826477064077,144172,5,2,1150,0.19775576889514923
active_head_ft,absorber_margin,1000,stable_absorber,5,2,0.5,2.0,150,113,1000,0.772546207956413,0.649239048036683,0.5790982251129975,0.3341060282971844,27213,0.9331571389923626,0.8908972298744853,144159,4,2,0.772654619873053,0.6496968040067439,0.580509404962307,0.3353629165977137,27326,0.9331631662181283,0.8909183831211471,144172,4,2,2150,0.19428111612796783
