class,group,reference_support,target_support,static_f1,best_proto_f1,delta_f1,static_recall,best_proto_recall,delta_recall
118,bad,3760,2577,0.4359987838248708,0.4194767441860465,-0.01652203963882426,0.5564610011641443,0.559953434225844,0.0034924330616996624
119,stable,2846,1033,0.8846153846153846,0.8766716196136701,-0.007943765001714453,0.8683446272991288,0.856727976766699,-0.011616650532429773
120,other,2918,1133,0.8361683079677709,0.8053287494628276,-0.030839558504943243,0.824360105913504,0.8270079435127978,0.0026478375992938785
121,other,2543,16,0.0,0.0,0.0,0.0,0.0,0.0
122,other,61426,40149,0.824817424891606,0.8273186575243594,0.0025012326327533696,0.8031333283518892,0.7993972452614013,-0.003736083090487896
123,other,3393,1458,0.4490566037735849,0.5020727775218793,0.05301617374829437,0.32647462277091904,0.3737997256515775,0.04732510288065844
124,other,30492,18817,0.8551867440993127,0.8419926411106182,-0.0131941029886945,0.8530052611999788,0.8573630227985333,0.004357761598554499
125,other,3522,2268,0.6736076681540242,0.6418310970797159,-0.03177657107430831,0.8985890652557319,0.8963844797178131,-0.0022045855379188017
126,other,2112,2588,0.8720262510254306,0.863441518677281,-0.008584732348149604,0.821483771251932,0.8172333848531684,-0.004250386398763517
127,other,3002,4058,0.7258826800111203,0.742880280739641,0.016997600728520634,0.6434204041399705,0.6781665845243963,0.034746180384425784
128,stable,2342,3721,0.9304743339831059,0.9269300284017558,-0.0035443055813501045,0.9621069604944907,0.9647944101048105,0.0026874496103197476
129,other,44177,18631,0.6718027734976888,0.6679534236172636,-0.003849349880425179,0.5850464279963502,0.5665289034405024,-0.018517524555847764
130,stable,7092,4618,0.8315680166147456,0.8267521190820757,-0.004815897532669866,0.8670420095279342,0.8659592897358164,-0.0010827197921178255
131,stable,30533,17194,0.906423586383706,0.910271546635183,0.003847960251476934,0.9253227870187275,0.9416656973362801,0.01634291031755264
132,stable,23157,13419,0.9021133745326925,0.9003336273344327,-0.0017797471982597957,0.8811386839555854,0.8748043818466353,-0.0063343021089500295
133,other,54110,34000,0.8244967750858091,0.8218835873095178,-0.0026131877762912703,0.9643823529411765,0.9676470588235294,0.0032647058823529473
134,other,10738,5543,0.9474777191312624,0.9541108986615678,0.0066331795303054,0.9877322749413675,0.9902579830416742,0.0025257081003067228
135,other,3069,1872,0.477059925093633,0.4461404273877017,-0.030919497705931276,0.5443376068376068,0.5464743589743589,0.002136752136752129
136,other,22342,12861,0.7803508232035697,0.7802873165860029,-6.350661756682197e-05,0.7886634009797061,0.7897519632998989,0.0010885623201928318
137,other,4089,1286,0.5800631483987371,0.5134061569016882,-0.06665699149704885,0.5,0.4020217729393468,-0.09797822706065318
138,other,43631,12776,0.6155363306288941,0.66541972834558,0.04988339771668593,0.5374139010644959,0.5847683155917345,0.04735441452723854
139,bad,2846,973,0.16774193548387098,0.1303205465055176,-0.03742138897835337,0.1736896197327852,0.12744090441932168,-0.04624871531346353
140,other,71932,21276,0.7487365493894329,0.7408348191388028,-0.007901730250630123,0.7276743748824968,0.7128219590148525,-0.014852415867644297
141,other,2022,1226,0.6573913043478261,0.6487283450055289,-0.008662959342297216,0.6166394779771615,0.7177814029363785,0.10114192495921703
142,other,62604,15948,0.6765168539325843,0.6811956583508553,0.004678804418270954,0.755079006772009,0.7516302984700276,-0.003448708301981407
143,other,4384,3052,0.4037700282752121,0.4172736732570239,0.013503644981811835,0.35091743119266056,0.39416775884665795,0.04325032765399739
144,stable,3642,2267,0.981722087645893,0.9639198218262807,-0.017802265819612306,0.9832377591530658,0.9545655050727834,-0.0286722540802824
145,stable,2224,1149,0.9943305713039686,0.993897122929381,-0.0004334483745875861,0.9921671018276762,0.9921671018276762,0.0
146,other,4793,4680,0.8806497175141242,0.89337899543379,0.012729277919665716,0.7993589743589744,0.8361111111111111,0.03675213675213673
147,other,2203,2730,0.7240915208613729,0.7863763742185816,0.06228485335720879,0.5912087912087912,0.6681318681318681,0.07692307692307687
148,other,6812,3728,0.8069948186528497,0.8025816249050873,-0.0044131937477623895,0.835568669527897,0.8505901287553648,0.015021459227467782
149,other,74194,29896,0.6411142367906066,0.6464815701292485,0.005367333338641811,0.7013312817768264,0.6324257425742574,-0.06890553920256892
150,other,2305,1291,0.7224264705882353,0.7180355630821338,-0.0043909075061014935,0.6088303640588691,0.656855151045701,0.04802478698683188
