class,fd,ref_count,tgt_count,count_ratio,margin_drop,conf_drop,entropy_rise,fd_zscore,collapse_score,status
150,26.865794749885225,2300,704,0.41762895121903904,4.325214385986328,0.17171305418014526,0.42583686113357544,1.9076069177542159,0.6758973381045443,ok
11,26.858377913268917,1649,1033,0.8547230976774102,2.177849292755127,0.256716787815094,0.790098249912262,1.9066774903887256,0.47756886194458814,ok
43,26.10538999262976,1706,3776,3.0199429116712984,0.14725565910339355,0.00846797227859497,0.020440757274627686,1.8123181812208704,0.07249272724883482,ok
42,25.538630099313767,1700,676,0.542554723726071,3.0489449501037598,0.19865202903747559,0.49655330181121826,1.7412956979492267,0.6417994538396689,ok
76,25.376944666180258,9651,4541,0.641985118007232,-0.4605679512023926,0.005225777626037598,0.009356305003166199,1.7210343825219707,0.21204732809798604,ok
57,25.258129049672945,3083,1740,0.7700545618469476,8.065789222717285,0.07934820652008057,0.22669342160224915,1.706145220047138,0.37187296262418296,ok
139,24.703424296842087,3083,1505,0.6660529399883082,1.179657220840454,0.1733352541923523,0.5192819237709045,1.6366334047383126,0.464294771693335,ok
112,24.680043041357642,3830,1487,0.529734147306045,2.4027140140533447,0.1942576766014099,0.6197221875190735,1.6337034253129898,0.6123188493442249,ok
9,24.082748160610503,1315,549,0.5696293604220106,1.3980385065078735,0.1380622386932373,0.36430078744888306,1.558854505732771,0.43624286379319843,ok
23,23.349934669247126,12873,8816,0.9344102347405919,-0.019464492797851562,0.029079735279083252,0.05500452220439911,1.4670233184074317,0.08491683884006049,ok
96,23.19870995849365,56131,51269,1.2462289668697215,2.1672468185424805,0.08354926109313965,0.2479901760816574,1.4480728693435285,0.22210359283277167,ok
54,23.00945545136506,6312,1593,0.3443456174682236,1.9831538200378418,0.1823398470878601,0.3649023175239563,1.4243567856454016,0.6054334764696978,ok
121,22.87427242916203,2519,87,0.04712342624402817,4.06227445602417,0.40437185764312744,1.157649040222168,1.4074165715507674,0.8374472923644195,ok
135,22.274409779326763,2855,3453,1.6501986982996766,0.059942007064819336,0.028955042362213135,0.0705721378326416,1.3322458766663012,0.05328983506665205,ok
55,22.190957140205192,8263,3183,0.5255870551396049,7.596574306488037,0.3305853009223938,0.6147891879081726,1.3217881612635607,0.6426367043947004,ok
28,22.011437572849434,16646,8076,0.6619606815095666,2.129425048828125,0.08481132984161377,0.2518566846847534,1.299291993803898,0.3511332803404943,ok
94,21.89140696342427,375,294,1.0696996091451294,0.4976123571395874,0.12937021255493164,0.36758917570114136,1.284250576705545,0.20514100850253994,ok
68,21.255770365883993,7164,10149,1.9329180862528912,0.5272157192230225,0.05625033378601074,0.10251367092132568,1.2045969347523044,0.06104076396705259,ok
27,19.6567252717852,19387,5174,0.3641342990277582,2.0998082160949707,-0.011026263236999512,-0.03089214116334915,1.0042155125917271,0.38226633555552536,ok
100,19.62308544300244,30816,20502,0.9077489143383904,5.8553290367126465,0.1991371512413025,0.4680415391921997,0.9999999987468682,0.4590113580765967,ok
50,19.418257328976942,3179,756,0.3244718627479272,3.031273365020752,0.30793118476867676,0.9028136134147644,0.9743323368789393,0.7091845483759867,ok
122,18.85704704430416,60930,54583,1.2222836377552821,0.17095041275024414,0.0056002140045166016,0.014518439769744873,0.9040052927018308,0.03616021170807323,ok
40,17.488389179511728,2197,341,0.21177275988505265,0.5126132965087891,0.12017744779586792,0.309213250875473,0.7324944263663613,0.47339027633025976,ok
5,17.110293859477913,2144,3244,2.064437973596701,2.7002511024475098,0.12146413326263428,0.3137422204017639,0.6851141003078683,0.28840086476163307,ok
130,16.93642002947248,7691,6287,1.1153378058331214,0.7477061748504639,0.06369125843048096,0.1824851632118225,0.6633254181365058,0.0593210288216955,ok
103,16.5990445811981,1858,2225,1.6339173337222883,2.893972396850586,0.19371336698532104,0.49615371227264404,0.6210478286071228,0.40701823636683576,ok
24,16.399990143979586,10384,8857,1.1637715596353115,1.7456636428833008,0.03326678276062012,0.09456540644168854,0.5961036845273718,0.086911234736347,ok
34,16.209689487068864,589,548,1.2694366658542906,1.763679027557373,0.05858325958251953,0.1763496696949005,0.5722565044756087,0.11263696279416563,ok
