strategy,budget,class_id,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
margin,200,56,12134,0.47659469259930776,0.5846138293570562,12137,0.4764768888522699,0.5845251933087381
margin,200,163,1741,0.013210798391728892,0.023896103896103898,1741,0.013210798391728892,0.023896103896103898
margin,200,174,1505,0.0,0.0,1507,0.0,0.0
margin,200,48,3360,0.004166666666666667,0.007444828503057698,3361,0.0044629574531389465,0.007972362476747276
margin,200,38,193,0.06735751295336788,0.11304347826086956,193,0.06735751295336788,0.11304347826086956
margin,200,69,1865,0.012332439678284183,0.016481547832318165,1866,0.01232583065380493,0.0164756446991404
margin,200,104,1741,0.6496266513497989,0.40552169236285407,1744,0.6502293577981652,0.4061604584527221
margin,200,47,618,0.0,0.0,618,0.0,0.0
margin,200,66,1955,0.0020460358056265983,0.0035955056179775282,1955,0.0020460358056265983,0.0035955056179775282
margin,200,10,1004,0.01693227091633466,0.030357142857142857,1004,0.01693227091633466,0.030357142857142857
margin,200,109,393,0.0,0.0,393,0.0,0.0
margin,200,26,807,0.011152416356877323,0.01344286781179985,807,0.011152416356877323,0.01344286781179985
margin,500,56,12134,0.5998846217240811,0.6777467411545623,12137,0.5998187360962347,0.6777136473654813
margin,500,163,1740,0.03620689655172414,0.05193734542456719,1741,0.03618609994256174,0.0519159456118665
margin,500,174,1503,0.0013306719893546241,0.0008659883091578263,1507,0.0013271400132714001,0.0008650519031141869
margin,500,48,3360,0.011607142857142858,0.02153506350082827,3361,0.011901219875037191,0.02207505518763797
margin,500,38,192,0.109375,0.10096153846153846,193,0.10880829015544041,0.10071942446043165
margin,500,69,1864,0.018776824034334765,0.022095959595959596,1866,0.018756698821007504,0.02207505518763797
margin,500,104,1737,0.6919976971790444,0.5747071479799187,1744,0.6932339449541285,0.5759885659838018
margin,500,47,618,0.0,0.0,618,0.0,0.0
margin,500,66,1954,0.0005117707267144319,0.0008845643520566122,1955,0.0005115089514066496,0.0008841732979664014
margin,500,10,1004,0.01593625498007968,0.029850746268656716,1004,0.01593625498007968,0.029850746268656716
margin,500,109,393,0.0,0.0,393,0.0,0.0
margin,500,26,807,0.006195786864931847,0.008547008547008548,807,0.006195786864931847,0.008547008547008548
margin,1000,56,12125,0.7520824742268041,0.7285292002876088,12137,0.7519980225755953,0.7285862536920252
margin,1000,163,1738,0.08342922899884925,0.09437032216075496,1741,0.08385985066053991,0.09489762755931101
margin,1000,174,1503,0.0053226879574184965,0.0053637277908146165,1507,0.0053085600530856005,0.005352960856473737
margin,1000,48,3357,0.17724158474828716,0.2397743300423131,3361,0.17762570663493008,0.24024144869215291
margin,1000,38,190,0.2736842105263158,0.0783132530120482,193,0.27461139896373055,0.07946026986506746
margin,1000,69,1863,0.015029522275899088,0.01949182039679777,1866,0.015541264737406217,0.02015988877302746
margin,1000,104,1736,0.7361751152073732,0.6484018264840182,1744,0.7373853211009175,0.6498231430015159
margin,1000,47,618,0.0,0.0,618,0.0,0.0
margin,1000,66,1954,0.0005117707267144319,0.000945179584120983,1955,0.0005115089514066496,0.000944733112895607
margin,1000,10,1004,0.01195219123505976,0.022857142857142857,1004,0.01195219123505976,0.022857142857142857
margin,1000,109,393,0.0,0.0,393,0.0,0.0
margin,1000,26,806,0.02481389578163772,0.03003003003003003,807,0.024783147459727387,0.030007501875468866
