method,confidence_threshold,class_id,silver_true_count,silver_pseudo_count,silver_class_accuracy,holdout_support,holdout_recall,holdout_f1,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
self_evolving,0.9,56,2699,6,0.5,2451,0.0004079967360261118,0.0008153281695882593,9438,0.00021190930281839374,0.00042359419675950437,12137,0.00041196341764851283,0.0008231807704972012
self_evolving,0.9,163,147,9,0.1111111111111111,350,0.0,0.0,1594,0.0006273525721455458,0.0011918951132300357,1741,0.0011487650775416428,0.0021798365122615805
self_evolving,0.9,174,248,4,0.0,317,0.0,0.0,1259,0.0,0.0,1507,0.0,0.0
self_evolving,0.9,48,338,2,0.0,651,0.0,0.0,3023,0.0,0.0,3361,0.0,0.0
self_evolving,0.9,38,31,11,0.45454545454545453,34,0.058823529411764705,0.08333333333333333,162,0.024691358024691357,0.03755868544600939,193,0.046632124352331605,0.07058823529411765
self_evolving,0.9,69,209,17,0.0,391,0.0,0.0,1657,0.0,0.0,1866,0.0,0.0
self_evolving,0.9,104,76,13,0.0,369,0.0,0.0,1668,0.0,0.0,1744,0.0,0.0
self_evolving,0.9,47,71,7,0.0,125,0.0,0.0,547,0.0,0.0,618,0.0,0.0
self_evolving,0.9,66,299,39,0.0,387,0.0,0.0,1656,0.0,0.0,1955,0.0,0.0
self_evolving,0.9,10,189,14,0.5714285714285714,188,0.047872340425531915,0.09137055837563451,815,0.01717791411042945,0.03236994219653179,1004,0.0199203187250996,0.0375234521575985
self_evolving,0.9,109,39,6,0.0,90,0.0,0.0,354,0.0,0.0,393,0.0,0.0
self_evolving,0.9,26,101,26,0.11538461538461539,177,0.022598870056497175,0.04040404040404041,706,0.0113314447592068,0.020227560050568902,807,0.013630731102850062,0.023965141612200435
self_evolving,0.95,56,1469,2,1.0,2451,0.0004079967360261118,0.0008156606851549756,10668,0.00028121484814398203,0.000562271577171774,12137,0.00041196341764851283,0.000823587547356284
self_evolving,0.95,163,67,0,,350,0.0,0.0,1674,0.0,0.0,1741,0.0,0.0
self_evolving,0.95,174,88,2,0.0,317,0.0,0.0,1419,0.0,0.0,1507,0.0,0.0
self_evolving,0.95,48,310,1,0.0,651,0.0,0.0,3051,0.0,0.0,3361,0.0,0.0
self_evolving,0.95,38,15,10,0.5,34,0.08823529411764706,0.15,178,0.02247191011235955,0.04145077720207254,193,0.046632124352331605,0.08256880733944955
self_evolving,0.95,69,21,9,0.0,391,0.0,0.0,1845,0.0005420054200542005,0.0008361204013377926,1866,0.0005359056806002144,0.0008250825082508251
self_evolving,0.95,104,23,6,0.0,369,0.0,0.0,1721,0.0,0.0,1744,0.0,0.0
self_evolving,0.95,47,41,3,0.0,125,0.0,0.0,577,0.0,0.0,618,0.0,0.0
self_evolving,0.95,66,213,17,0.0,387,0.0,0.0,1742,0.0,0.0,1955,0.0,0.0
self_evolving,0.95,10,104,4,0.5,188,0.026595744680851064,0.050761421319796954,900,0.014444444444444444,0.027867095391211148,1004,0.014940239043824702,0.02881844380403458
self_evolving,0.95,109,17,2,0.0,90,0.0,0.0,376,0.0,0.0,393,0.0,0.0
self_evolving,0.95,26,74,13,0.15384615384615385,177,0.0,0.0,733,0.002728512960436562,0.005221932114882507,807,0.004956629491945477,0.009400705052878966
self_evolving,0.99,56,145,0,,2451,0.0,0.0,11992,0.0,0.0,12137,0.0,0.0
self_evolving,0.99,163,6,0,,350,0.0,0.0,1735,0.0,0.0,1741,0.0,0.0
self_evolving,0.99,174,6,1,0.0,317,0.0,0.0,1501,0.0,0.0,1507,0.0,0.0
self_evolving,0.99,48,112,0,,651,0.0,0.0,3249,0.0,0.0,3361,0.0,0.0
self_evolving,0.99,38,5,6,0.8333333333333334,34,0.058823529411764705,0.10526315789473684,188,0.02127659574468085,0.03902439024390244,193,0.046632124352331605,0.08333333333333333
self_evolving,0.99,69,1,1,0.0,391,0.0,0.0,1865,0.0,0.0,1866,0.0,0.0
self_evolving,0.99,104,7,3,0.0,369,0.0,0.0,1737,0.0,0.0,1744,0.0,0.0
self_evolving,0.99,47,12,0,,125,0.0,0.0,606,0.0,0.0,618,0.0,0.0
self_evolving,0.99,66,93,0,,387,0.0,0.0,1862,0.0,0.0,1955,0.0,0.0
self_evolving,0.99,10,25,0,,188,0.0,0.0,979,0.0,0.0,1004,0.0,0.0
self_evolving,0.99,109,1,0,,90,0.0,0.0,392,0.0,0.0,393,0.0,0.0
self_evolving,0.99,26,17,0,,177,0.0,0.0,790,0.0,0.0,807,0.0,0.0
self_evolving,0.997,56,27,0,,2451,0.0,0.0,12110,0.0,0.0,12137,0.0,0.0
self_evolving,0.997,163,0,0,,350,0.0,0.0,1741,0.0,0.0,1741,0.0,0.0
self_evolving,0.997,174,1,0,,317,0.0,0.0,1506,0.0,0.0,1507,0.0,0.0
self_evolving,0.997,48,11,0,,651,0.0,0.0,3350,0.0,0.0,3361,0.0,0.0
self_evolving,0.997,38,1,1,1.0,34,0.0,0.0,192,0.005208333333333333,0.010362694300518135,193,0.010362694300518135,0.020512820512820513
self_evolving,0.997,69,0,0,,391,0.0,0.0,1866,0.0,0.0,1866,0.0,0.0
self_evolving,0.997,104,1,0,,369,0.0,0.0,1743,0.0,0.0,1744,0.0,0.0
self_evolving,0.997,47,4,0,,125,0.0,0.0,614,0.0,0.0,618,0.0,0.0
self_evolving,0.997,66,43,0,,387,0.0,0.0,1912,0.0,0.0,1955,0.0,0.0
self_evolving,0.997,10,8,0,,188,0.0,0.0,996,0.0,0.0,1004,0.0,0.0
self_evolving,0.997,109,0,0,,90,0.0,0.0,393,0.0,0.0,393,0.0,0.0
self_evolving,0.997,26,5,0,,177,0.0,0.0,802,0.0,0.0,807,0.0,0.0
