method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
active_head_ft,margin,1000,3,0.6652,0.0009,0.3140,0.0035,0.8967,0.0017,7.0000,0.0000,0.6655,0.0009,0.3146,0.0035,0.8967,0.0017,7.0000,0.0000
static,,0,3,0.6128,0.0000,0.0304,0.0000,0.8841,0.0000,11.0000,0.0000,0.6128,0.0000,0.0304,0.0000,0.8841,0.0000,11.0000,0.0000
