config,recall_threshold,support_threshold,n_collapse_classes,collapse_classes,static_overall_macro_f1,care_overall_macro_f1,static_collapse_f1,care_collapse_f1,delta_collapse_f1,static_stable_f1,care_stable_f1,care_collapsed_count
tau0.05_sup100,0.05,100,10,"[26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6864188564767173,0.009776959188314874,0.30194532367140503,0.29216836448309014,0.9427418591319293,0.9340179395179715,5
tau0.05_sup200,0.05,200,10,"[26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6864188564767173,0.009776959188314874,0.30194532367140503,0.29216836448309014,0.9427418591319293,0.9340179395179715,5
tau0.05_sup50,0.05,50,10,"[26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6864188564767173,0.009776959188314874,0.30194532367140503,0.29216836448309014,0.9427418591319293,0.9340179395179715,5
tau0.15_sup100,0.15,100,13,"[10, 26, 38, 47, 48, 50, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6864188564767173,0.04638775092757816,0.3251749152331562,0.27878716430557804,0.9427418591319293,0.9340179395179715,5
tau0.15_sup200,0.15,200,12,"[10, 26, 47, 48, 50, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6864188564767173,0.04200257175570143,0.2958318875836233,0.25382931582792184,0.9427418591319293,0.9340179395179715,5
tau0.15_sup50,0.15,50,13,"[10, 26, 38, 47, 48, 50, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6864188564767173,0.04638775092757816,0.3251749152331562,0.27878716430557804,0.9427418591319293,0.9340179395179715,5
tau0.1_sup100,0.1,100,12,"[10, 26, 38, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6864188564767173,0.03124873181304721,0.3267710409208265,0.29552230910777927,0.9427418591319293,0.9340179395179715,5
tau0.1_sup200,0.1,200,11,"[10, 26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6864188564767173,0.024998616523324226,0.2938961015258725,0.26889748500254823,0.9427418591319293,0.9340179395179715,5
tau0.1_sup50,0.1,50,12,"[10, 26, 38, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6864188564767173,0.03124873181304721,0.3267710409208265,0.29552230910777927,0.9427418591319293,0.9340179395179715,5
