method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
active_head_ft,margin,1000,3,0.7084,0.0024,0.4081,0.0160,0.8723,0.0053,2.6667,0.5774,0.7086,0.0024,0.4085,0.0160,0.8724,0.0053,2.6667,0.5774
static,,0,3,0.6486,0.0000,0.1449,0.0000,0.8876,0.0000,9.0000,0.0000,0.6486,0.0000,0.1449,0.0000,0.8876,0.0000,9.0000,0.0000
