class,group,reference_support,target_support,accepted_updates,static_f1,best_caps_f1,delta_f1,static_recall,best_caps_recall,delta_recall
16,other,2008,949,23,0.18693009118541035,0.1877309682187731,0.0008008770333627624,0.12961011591148577,0.13382507903055849,0.004214963119072712
17,other,10007,9274,6125,0.897472471044674,0.8985257844318247,0.001053313387150756,0.848069872762562,0.8445115376320897,-0.003558335130472212
18,other,21926,12401,10227,0.9094251464899851,0.90292255790152,-0.006502588588465086,0.9574227884847996,0.9604064188371906,0.00298363035239102
19,other,13185,9918,3330,0.9129808885579548,0.912800198068829,-0.0001806904891258343,0.9272030651340997,0.9293204275055454,0.0021173623714457745
20,other,1281,1273,492,0.8814229249011858,0.8831372549019608,0.0017143300007750328,0.8758837391987431,0.8845247446975648,0.008641005498821741
21,other,2620,1255,1200,0.9633385335413417,0.9617317356010824,-0.001606797940259308,0.9840637450199203,0.9912350597609562,0.007171314741035828
22,other,4636,449,280,0.8038793103448276,0.8041884816753927,0.0003091713305650723,0.8307349665924276,0.8552338530066815,0.024498886414253906
23,other,12840,5629,3789,0.9457068516912402,0.9421730486645346,-0.0035338030267056952,0.9685556937289039,0.9682003908331853,-0.0003553028957186122
24,other,10253,4214,3667,0.9631836053854402,0.9632614363593268,7.783097388658344e-05,0.9591836734693877,0.9644043663977219,0.0052206929283341585
25,other,54557,35008,18466,0.9203539823008849,0.9188122138687052,-0.0015417684321797909,0.9357861060329068,0.9373286106032906,0.0015425045703838514
26,bad,2293,952,250,0.6706231454005934,0.6728515625,0.0022284170994065766,0.7121848739495799,0.7237394957983193,0.011554621848739455
27,other,19386,15113,8538,0.8953137748767249,0.8902868109606568,-0.005026963916068161,0.834976510289155,0.8287566995302058,-0.006219810758949174
28,bad,16366,10579,2989,0.7658566098618533,0.7691920716369857,0.0033354617751323312,0.7179317515833255,0.722658096228377,0.004726344645051506
29,other,29653,19817,5785,0.7678187531007111,0.7657142857142857,-0.002104467386425446,0.7028813644850381,0.7099964676792653,0.007115103194227146
30,other,8131,5745,1888,0.9899220050828148,0.9899290655924337,7.060509618850297e-06,0.9831157528285466,0.9838120104438642,0.0006962576153176636
31,other,7973,5940,3978,0.9800890531798706,0.9788448623237072,-0.0012441908561634518,0.981986531986532,0.9814814814814815,-0.0005050505050504528
32,other,2331,2014,185,0.5128939828080229,0.5085682697622996,-0.004325713045723267,0.4443892750744787,0.4568023833167825,0.01241310824230385
33,other,204,273,25,0.6053169734151329,0.5762004175365344,-0.029116555878598516,0.5421245421245421,0.5054945054945055,-0.03663003663003661
34,other,588,802,738,0.9176904176904177,0.9150885766646304,-0.0026018410257873104,0.9314214463840399,0.9339152119700748,0.0024937655860348684
35,other,875,3174,2733,0.9595992243051067,0.9600646725949878,0.00046544828988115405,0.9354127284183995,0.9354127284183995,0.0
36,other,826,1292,995,0.9200159172304019,0.9194124652639937,-0.0006034519664082083,0.8947368421052632,0.8962848297213623,0.001547987616099089
37,other,1989,939,812,0.9511257550796266,0.949671772428884,-0.0014539826507425913,0.9222577209797657,0.9243876464323749,0.0021299254526092604
38,bad,77,102,48,0.5769230769230769,0.5732484076433121,-0.003674669279764786,0.4411764705882353,0.4411764705882353,0.0
39,other,4388,5963,2203,0.9234906315058987,0.922568296502523,-0.000922335003375685,0.8926714740902231,0.8891497568338085,-0.0035217172564145915
40,other,2334,1205,762,0.9230769230769231,0.9240837696335078,0.001006846556584673,0.8763485477178423,0.8788381742738589,0.0024896265560165887
41,other,2121,1992,483,0.6709006928406467,0.6728971962616822,0.0019965034210355226,0.5833333333333334,0.5963855421686747,0.013052208835341306
42,other,1839,630,67,0.3020833333333333,0.3273905996758509,0.025307266342517565,0.2761904761904762,0.32063492063492066,0.04444444444444445
43,other,2042,1330,199,0.7632561613144138,0.7473335785215153,-0.015922582792898488,0.7684210526315789,0.7639097744360902,-0.004511278195488688
44,stable,2910,1904,1684,0.9410474362489718,0.9400164338537387,-0.001031002395233127,0.9012605042016807,0.9012605042016807,0.0
45,other,2192,1928,4,0.8274139844617092,0.8260626398210291,-0.0013513446406800966,0.7733402489626556,0.7660788381742739,-0.007261410788381717
46,other,9798,4182,1259,0.6755056179775281,0.6823201208880623,0.006814502910534204,0.7187948350071736,0.7018173122907699,-0.016977522716403626
47,bad,3839,384,368,0.9552631578947368,0.9552631578947368,0.0,0.9453125,0.9453125,0.0
48,bad,5001,4498,427,0.17487883683360259,0.17473769168684422,-0.00014114514675836465,0.09626500666963095,0.09626500666963095,0.0
49,other,40220,13761,7036,0.8734750784245382,0.8740234375,0.0005483590754618017,0.9105442918392559,0.9105442918392559,0.0
50,other,4546,2568,1,0.027833001988071572,0.03713188220230474,0.009298880214233168,0.016355140186915886,0.022585669781931463,0.006230529595015577
51,other,21842,15397,7181,0.8982383293133454,0.8917872057132482,-0.006451123600097142,0.9553809183607196,0.9570046112879133,0.001623692927193665
52,other,2301,1010,388,0.7271727172717272,0.7249329758713137,-0.0022397414004134975,0.6544554455445545,0.6693069306930693,0.014851485148514865
53,other,9775,4517,3197,0.8872470285897848,0.8973803853647976,0.010133356775012814,0.9172016825326544,0.9176444542838167,0.000442771751162252
54,other,6663,3357,49,0.31800766283524906,0.4060089321965083,0.08800126936125924,0.2719690199582961,0.2978850163836759,0.02591599642537984
55,other,8193,5627,5510,0.9894161227729759,0.9877651615174721,-0.0016509612555037911,0.9968011373733784,0.9971565665541141,0.0003554291807357224
56,bad,10094,8114,11,0.0006960556844547563,0.00046517036864751713,-0.0002308853158072392,0.0003697313285679073,0.00024648755237860487,-0.00012324377618930243
57,stable,3065,2449,2024,0.992619926199262,0.9924195861503791,-0.00020034004888291879,0.9885667619436505,0.9889750918742344,0.0004083299305839283
58,other,2286,1749,1730,0.9988558352402745,0.9988558352402745,0.0,0.9982847341337907,0.9982847341337907,0.0
59,stable,13724,5381,5301,0.9825783972125436,0.9806002928257687,-0.001978104386774926,0.9957257015424642,0.9957257015424642,0.0
60,other,49622,21024,7408,0.8966787946636813,0.8933255131964809,-0.0033532814672003752,0.91433599695586,0.905584094368341,-0.008751902587519012
61,other,19676,12195,5542,0.7193139300023178,0.711183355006502,-0.00813057499581582,0.8906929069290693,0.8969249692496924,0.006232062320623122
62,stable,15549,8933,7169,0.9380347702872092,0.9331526158850637,-0.0048821544021454555,0.9633941564983768,0.9633941564983768,0.0
63,other,11152,8561,3874,0.7534153427706002,0.751100126589909,-0.002315216180691193,0.7118327298212825,0.7277187244480785,0.015885994626795963
64,stable,2437,16,5,0.006779661016949152,0.006191950464396285,-0.0005877105525528671,0.0625,0.0625,0.0
65,other,3145,2044,1375,0.876919204631261,0.8694562766224004,-0.007462928008860614,0.8522504892367906,0.848825831702544,-0.003424657534246589
66,bad,5149,2587,1137,0.7836129875789932,0.7826462335419815,-0.0009667540370117411,0.6950135291843834,0.7008117510630073,0.005798221878623888
67,other,854,1175,327,0.35765765765765767,0.33123312331233123,-0.026424534345326434,0.33787234042553194,0.3131914893617021,-0.024680851063829834
68,other,7271,3493,1656,0.6733875587123381,0.6705895665949984,-0.002797992117339776,0.8413970798740338,0.8482679645004294,0.006870884626395624
69,bad,879,605,360,0.8094555873925502,0.8202898550724638,0.010834267679913578,0.9338842975206612,0.9355371900826446,0.0016528925619834212
70,other,2642,1078,415,0.6548856548856549,0.646670055922725,-0.008215598962929893,0.5844155844155844,0.5899814471243042,0.005565862708719838
71,other,149408,78156,20913,0.8660323562389877,0.8642718372633423,-0.001760518975645331,0.8647192793899381,0.8708736373407032,0.0061543579507651325
72,other,17880,7931,2358,0.7687803662638595,0.7619221856323942,-0.0068581806314652605,0.7780859916782247,0.787668642037574,0.009582650359349354
73,other,29211,15014,12660,0.9808162995303301,0.9770152792413066,-0.0038010202890235156,0.9875449580391634,0.9880777940588784,0.0005328360197149884
74,other,9210,3474,813,0.643631223496152,0.6398053823931884,-0.0038258411029635786,0.5898100172711571,0.6056419113413932,0.015831894070236108
75,other,28060,16084,3590,0.7621317988765585,0.758732514359524,-0.0033992845170344177,0.864648097488187,0.8582442178562547,-0.006403879631932341
76,stable,10523,5019,1763,0.7905314872711031,0.7776767447147079,-0.012854742556395182,0.7053197848176928,0.6816098824467025,-0.023709902370990243
77,other,81932,35082,7790,0.8422148029311017,0.8445860248355602,0.002371221904458487,0.8305113733538567,0.816202040932672,-0.014309332421184706
78,other,48009,31608,23838,0.9554649396338051,0.9553684143242941,-9.652530951098637e-05,0.9451721083270058,0.9457415844090103,0.0005694760820045275
79,other,25102,10765,2746,0.7859463473498561,0.7696696830562119,-0.016276664293644272,0.7865304226660473,0.8019507663725035,0.015420343706456174
80,other,6096,2151,315,0.43382133253659994,0.4530386740331492,0.019217341496549245,0.33751743375174337,0.3621571362157136,0.024639702463970237
81,other,7217,3251,2698,0.9680476991285736,0.9662337662337662,-0.0018139328948073574,0.9738541987080899,0.9726238080590588,-0.0012303906490310768
82,other,79609,38594,4695,0.8322539781026616,0.8290314941984371,-0.0032224839042244158,0.8341192931543763,0.8164222417992434,-0.017697051355132887
83,other,24502,21074,11922,0.9346551439941602,0.9381981686611555,0.003543024666995298,0.9417291449179084,0.9505077346493309,0.008778589731422537
84,other,2397,1135,866,0.9710526315789474,0.9664488017429194,-0.004603829836028028,0.9753303964757709,0.9770925110132158,0.0017621145374449032
85,other,2080,1437,930,0.9696969696969697,0.9706997587038952,0.0010027890069255196,0.9798190675017397,0.9798190675017397,0.0
86,other,27759,16760,4247,0.8211389359237145,0.8111205432937182,-0.010018392629996264,0.8246420047732697,0.7981503579952267,-0.026491646778042943
87,other,11231,9083,7028,0.9704148531761335,0.97041159292523,-3.260250903469597e-06,0.9696135638005065,0.9695034680171749,-0.00011009578333154302
88,other,204,239,20,0.3688760806916426,0.37900874635568516,0.010132665664042528,0.5355648535564853,0.5439330543933054,0.008368200836820106
89,other,486,552,247,0.8387096774193549,0.8442307692307692,0.005521091811414358,0.7771739130434783,0.7952898550724637,0.018115942028985477
90,other,7635,3605,2208,0.8953930962068513,0.8861347792408986,-0.009258316965952695,0.9461858529819694,0.9520110957004161,0.005825242718446644
91,other,4262,2609,1736,0.8693171688357996,0.8718039772727273,0.0024868084369277232,0.9344576466078958,0.9409735530854734,0.006515906477577604
92,other,2288,804,665,0.9053177691309987,0.9013539651837524,-0.003963803947246269,0.8681592039800995,0.8694029850746269,0.0012437810945273853
93,other,34812,24700,9015,0.8413433823686401,0.8376358403848632,-0.003707541983776985,0.7976923076923077,0.7895141700404859,-0.008178137651821848
94,stable,633,123,477,0.03955375253549696,0.037146475306036306,-0.002407277229460651,0.3170731707317073,0.35772357723577236,0.04065040650406504
95,other,50223,53160,42778,0.9906386990337026,0.991619270029003,0.000980570995300356,0.9883559066967644,0.9904627539503386,0.002106847253574129
96,other,55119,37892,17280,0.8377811715372868,0.8377297954642483,-5.137607303851155e-05,0.8541644674337591,0.8544547661775572,0.00029029874379815634
97,other,41580,30023,17473,0.8503043619205417,0.8650034724077141,0.014699110487172429,0.7862971721680045,0.8089797821670053,0.022682609999000736
98,stable,63298,48679,44877,0.994440048097181,0.9945456226310437,0.00010557453386272897,0.9938782637276854,0.9944945459027507,0.0006162821750652636
99,stable,23955,18048,16297,0.9313153579397295,0.9630576789437109,0.03174232100398133,0.9597739361702128,0.9598293439716312,5.540780141843893e-05
100,other,30504,10947,6531,0.9418539204225657,0.9326535858109845,-0.009200334611581207,0.9936055540330684,0.9943363478578606,0.0007307938247922419
101,other,60629,44889,2503,0.26836513195475836,0.298378945003931,0.03001381304917261,0.15698723518011093,0.1775490654726102,0.020561830292499278
102,other,79891,41479,32577,0.8803944958036893,0.8607697839477222,-0.019624711855967147,0.996431929410063,0.9955640203476458,-0.0008679090624171826
103,other,1787,1231,1200,0.7667221297836938,0.7465643975711089,-0.020157732212584878,0.9358245329000813,0.9488220958570268,0.012997562956945541
104,bad,3363,1719,24,0.23292836196062003,0.22807017543859648,-0.00485818652202355,0.16172193135543922,0.16637579988365328,0.004653868528214061
105,other,4895,1105,76,0.4628463476070529,0.4638052530429212,0.0009589054358682958,0.665158371040724,0.6552036199095023,-0.009954751131221684
106,other,3993,2288,1515,0.9616368286445013,0.9610223642172524,-0.0006144644272488842,0.986013986013986,0.986013986013986,0.0
107,stable,3873,2160,1967,0.9460303300624442,0.9386313465783664,-0.007398983484077748,0.9819444444444444,0.9842592592592593,0.0023148148148148806
108,other,11663,7204,4173,0.9465185287419777,0.945364238410596,-0.0011542903313817021,0.9519711271515825,0.9511382565241533,-0.0008328706274292053
109,bad,1867,1236,1099,0.9386281588447654,0.938430583501006,-0.0001975753437593042,0.9466019417475728,0.9433656957928802,-0.003236245954692629
110,other,9808,6102,2201,0.8671518023354206,0.8746569075937786,0.0075051052583580136,0.839724680432645,0.8616846935431006,0.02196001311045559
111,other,2817,1330,210,0.49600709849157054,0.49935316946959896,0.003346070978028415,0.42030075187969923,0.43533834586466164,0.015037593984962405
112,other,3822,1780,243,0.7166433566433567,0.7540216437554841,0.03737828711212743,0.7196629213483146,0.7241573033707865,0.004494382022471988
113,stable,5042,2014,1785,0.9900447984071677,0.9902912621359223,0.0002464637287545868,0.9875868917576961,0.9875868917576961,0.0
114,other,3329,1939,2397,0.85809906291834,0.851581508515815,-0.006517554402524994,0.9917483238782878,0.9927797833935018,0.001031459515213995
115,other,22978,13745,4312,0.7815891626396261,0.7804394384072341,-0.0011497242323920132,0.7177882866496907,0.7158239359767188,-0.0019643506729719595
116,other,4023,3519,1241,0.8686598244831176,0.8712871287128713,0.0026273042297536575,0.8297811878374538,0.8377379937482239,0.007956805910770082
117,other,84936,45039,7324,0.6549412973690673,0.6694872358104043,0.014545938441337003,0.7995070938519949,0.7782144363773619,-0.021292657474633048
118,bad,3760,1354,1082,0.7454968041836142,0.7365714285714285,-0.008925375612185649,0.947562776957164,0.9519940915805022,0.004431314623338234
119,stable,2846,1430,815,0.9020306376914856,0.9027925061859314,0.0007618684944458165,0.8853146853146853,0.893006993006993,0.007692307692307776
120,other,2918,1510,478,0.861120103593396,0.8849498327759198,0.023829729182523796,0.8807947019867549,0.876158940397351,-0.004635761589403931
121,other,2543,7,4,0.0,0.0,0.0,0.0,0.0,0.0
122,other,61426,41710,20605,0.8810584582152018,0.8798219221643306,-0.001236536050871151,0.860537041476864,0.8623351714217214,0.0017981299448573962
123,other,3393,1121,724,0.8415398388540735,0.8339938353148393,-0.007546003539234181,0.8385370205173952,0.8447814451382694,0.006244424620874156
124,other,30492,20257,6774,0.903901895206243,0.904364157564375,0.0004622623581320706,0.9005775781211434,0.9032926889470306,0.002715110825887268
125,other,3522,2871,1019,0.7739586367608505,0.7704111175448755,-0.00354751921597507,0.9254615116684082,0.9268547544409613,0.0013932427725531493
126,other,2112,1107,652,0.8739971684756961,0.8712871287128713,-0.0027100397628248007,0.8364950316169828,0.8346883468834688,-0.0018066847335139746
127,other,3002,2163,833,0.8141592920353983,0.8154789995280792,0.0013197074926809549,0.7868700878409616,0.7988904299583911,0.012020342117429528
128,stable,2342,2154,929,0.8126597208570867,0.7904054825813821,-0.022254238275704608,0.9596100278551533,0.9637883008356546,0.00417827298050133
129,other,44177,19427,13287,0.9121219695076231,0.9101067294683569,-0.0020152400392662306,0.9392597930714984,0.9349359139342153,-0.00432387913728316
130,stable,7092,4594,2282,0.8483017295269848,0.8569925286751552,0.008690799148170392,0.8861558554636483,0.8863735306922073,0.0002176752285589778
131,stable,30533,26165,22478,0.9414172232247503,0.9390422786267337,-0.0023749445980165707,0.967017007452704,0.9664437225300975,-0.000573284922606554
132,stable,23157,10712,6858,0.8929427299848388,0.8918311510650772,-0.0011115789197616577,0.8522218073188947,0.8520351008215086,-0.00018670649738616873
133,other,54110,36135,13966,0.9020607277548236,0.8971727963311684,-0.0048879314236551785,0.9697246436972464,0.9690881416908814,-0.0006365020063650029
134,other,10738,6337,3739,0.9564092810954735,0.958902020587114,0.0024927394916405277,0.9919520277733943,0.9922676345273789,0.0003156067539845653
135,other,3069,1882,560,0.7066541705716963,0.7041146555709662,-0.0025395150007301304,0.8012752391073327,0.8092454835281615,0.007970244420828831
136,other,22342,14759,5166,0.8790798466411068,0.8821941546972373,0.0031143080561304437,0.8932854529439664,0.8968087268785148,0.003523273934548321
137,other,4089,1585,0,0.2962962962962963,0.2843040473840079,-0.011992248912288395,0.19179810725552052,0.18170347003154574,-0.010094637223974773
138,other,43631,28132,4461,0.7621375490331356,0.8276020525388681,0.06546450350573252,0.6871889663017204,0.7682354613962747,0.0810464950945543
139,bad,2846,1011,66,0.2878138395590937,0.2769981696156193,-0.010815669943474382,0.2324431256181998,0.22453016815034618,-0.007912957467853615
140,other,71932,13811,2816,0.7411167512690355,0.7415345337274926,0.00041778245845702777,0.8034175657084932,0.7991456085728766,-0.004271957135616566
141,other,2022,1364,311,0.6191872643485546,0.635408245755861,0.016220981407306323,0.5417888563049853,0.5762463343108505,0.03445747800586518
142,other,62604,23002,3087,0.8094780373309489,0.8080135059088351,-0.0014645314221137795,0.7871489435701243,0.780279975654291,-0.006868967915833357
143,other,4384,2408,659,0.6422987534333404,0.6435664483414325,0.0012676949080920874,0.6312292358803987,0.6324750830564784,0.001245847176079673
144,stable,3642,3002,2553,0.960551248923342,0.9605376529381354,-1.3595985206560357e-05,0.9287141905396402,0.9283810792804796,-0.00033311125916057893
145,stable,2224,1697,1690,0.995579133510168,0.995579133510168,0.0,0.9952857984678845,0.9952857984678845,0.0
146,other,4793,4786,3286,0.9117052347787015,0.9205748022724741,0.008869567493772657,0.8478896782281655,0.8633514417049728,0.015461763476807278
147,other,2203,55,10,0.24358974358974358,0.23121387283236994,-0.012375870757373647,0.34545454545454546,0.36363636363636365,0.018181818181818188
148,other,6812,4632,2808,0.8939460892620416,0.8954334877564527,0.0014873984944111518,0.8734887737478411,0.8762953367875648,0.0028065630397237085
149,other,74194,32883,3553,0.7470189858763603,0.7467687325187693,-0.00025025335759099043,0.7849344646169754,0.7713408144025788,-0.013593650214396513
150,other,2305,1436,521,0.7322142286171063,0.7453125,0.013098271382893767,0.637883008356546,0.6643454038997214,0.02646239554317542
151,other,2021,1469,449,0.8,0.7932118164676304,-0.0067881835323696516,0.8563648740639891,0.8590878148400273,0.002722940776038185
152,other,1673,336,221,0.9394812680115274,0.9377713458755427,-0.0017099221359847538,0.9702380952380952,0.9642857142857143,-0.005952380952380931
153,other,70973,39925,7136,0.8277842115421733,0.8208168163799687,-0.0069673951622045704,0.8593613024420789,0.8479649342517219,-0.011396368190356942
154,other,2978,1219,95,0.5534167468719923,0.5578747628083491,0.004458015936356863,0.4716981132075472,0.48236259228876127,0.010664479081214095
155,other,11183,5019,911,0.6619581530855478,0.6727206683617871,0.010762515276239282,0.7469615461247261,0.7379956166567045,-0.00896592946802155
156,other,32897,19602,4857,0.8366364186327888,0.8366971588984077,6.074026561886381e-05,0.8818998061422304,0.8818998061422304,0.0
157,other,2075,937,457,0.6380772855796418,0.6157989228007181,-0.0222783627789237,0.7225186766275347,0.7321237993596584,0.009605122732123772
158,other,12544,5930,2945,0.8894800068645958,0.8873383253914228,-0.0021416814731730627,0.8740303541315345,0.8792580101180438,0.005227655986509316
159,other,3182,1512,252,0.5366049879324215,0.5407377381434941,0.004132750211072622,0.44113756613756616,0.44113756613756616,0.0
160,other,1553,1230,118,0.5347008547008547,0.5357624831309041,0.0010616284300494216,0.6357723577235772,0.6455284552845528,0.009756097560975618
161,other,3031,1512,453,0.940563086548488,0.9409312022237665,0.000368115675278502,0.8948412698412699,0.8955026455026455,0.000661375661375585
162,other,486,241,37,0.4838012958963283,0.4625,-0.021301295896328287,0.46473029045643155,0.4605809128630705,-0.004149377593361037
163,other,3156,1276,28,0.04568527918781726,0.04291845493562232,-0.0027668242521949396,0.02821316614420063,0.0274294670846395,-0.0007836990595611291
164,bad,3315,1702,731,0.3341902313624679,0.3567972530045263,0.02260702164205841,0.6492361927144535,0.6715628672150411,0.022326674500587562
165,other,5176,5683,5238,0.7804327048396906,0.7871479024894479,0.006715197649757254,0.7902516276614464,0.8039767728312511,0.01372514516980472
166,other,2317,1530,224,0.5739374780470671,0.5734513274336284,-0.00048615061343870725,0.5339869281045752,0.5294117647058824,-0.004575163398692794
167,other,668,23,4,0.03571428571428571,0.04067796610169491,0.0049636803874092,0.21739130434782608,0.2608695652173913,0.043478260869565216
168,other,3924,2156,506,0.7527783602432375,0.7589654422951533,0.00618708205191576,0.8325602968460112,0.8098330241187384,-0.022727272727272818
169,other,2891,2090,1308,0.927797833935018,0.9381984036488027,0.010400569713784669,0.9837320574162679,0.9842105263157894,0.0004784688995215225
170,other,3774,1882,831,0.6471421823334907,0.6613333333333333,0.014191150999842583,0.7279489904357067,0.7247608926673751,-0.0031880977683316214
171,other,7082,6243,1384,0.7098185353208036,0.7065838915209933,-0.0032346437998103106,0.7017459554701265,0.6927759090181003,-0.008970046452026259
172,other,7688,5217,2960,0.8309074924294226,0.8512682551883167,0.02036076275889409,0.8152194747939429,0.8491470193597853,0.03392754456584246
173,other,4960,1718,1290,0.9242282507015903,0.9239401496259352,-0.0002881010756551339,0.8626309662398137,0.8626309662398137,0.0
174,bad,4246,1067,2,0.0,0.0,0.0,0.0,0.0,0.0
175,other,50628,32188,3542,0.747027059822837,0.7521543764618983,0.005127316639061297,0.7650366596247049,0.759258108611905,-0.005778551012799893
176,other,4309,1623,748,0.6453576864535768,0.6399008674101611,-0.005456819043415773,0.7837338262476895,0.7954405422057917,0.011706715958102243
177,other,1540,1188,943,0.5389702409069438,0.5400943396226415,0.0011240987156977411,0.9604377104377104,0.9638047138047138,0.0033670033670033517
