method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
active_head_ft,margin,1000,3,0.7216,0.0011,0.1589,0.0049,0.8876,0.0038,5.3333,0.5774,0.7218,0.0011,0.1591,0.0049,0.8877,0.0038,5.3333,0.5774
active_head_ft,margin,200,3,0.6900,0.0001,0.1357,0.0127,0.8748,0.0095,5.3333,0.5774,0.6900,0.0001,0.1357,0.0127,0.8748,0.0095,5.3333,0.5774
active_head_ft,margin,500,3,0.6974,0.0012,0.1346,0.0049,0.8826,0.0025,6.0000,0.0000,0.6975,0.0012,0.1347,0.0049,0.8827,0.0026,6.0000,0.0000
static,,0,3,0.6907,0.0000,0.0551,0.0000,0.8993,0.0000,7.0000,0.0000,0.6907,0.0000,0.0551,0.0000,0.8993,0.0000,7.0000,0.0000
