epoch,train_loss,train_ce_loss,train_temporal_loss,train_irm_penalty,train_ssl_loss,train_temporal_classes,val_macro_f1_mean,val_collapse_macro_f1_mean,lr
1,3.1120784042227982,3.1116180256900625,0.0,0.046037952966030894,0.0,0.0,0.24969284428675692,0.2685700898730614,0.0009972609476841367
2,2.015346749012287,2.0145473117502326,0.0,0.03997193557542598,0.0,0.0,0.36988255995488295,0.37857826729480504,0.0009890738003669028
3,1.6726600223117405,1.6717708548928938,0.0,0.029638936661151995,0.0,0.0,0.44158070527315246,0.47361173638967785,0.0009755282581475768
4,1.4612458314651098,1.4602813413000515,0.0,0.024112271065584934,0.0,0.0,0.49312804599375476,0.5491233951417839,0.0009567727288213003
5,1.3133883052402073,1.3124107139742271,0.0,0.019551900803095573,0.0,0.0,0.5329625896818199,0.5920838395895959,0.0009330127018922195
6,1.2005126998974727,1.1996729785560543,0.0,0.016794420612983915,0.0,0.0,0.5660368587877498,0.6122708293437171,0.0009045084971874739
7,1.1113015132072643,1.1105661294399163,0.0,0.014707676919065734,0.0,0.0,0.5941261683999004,0.6297374751808581,0.0008715724127386972
8,1.051253274261442,1.0505444550106668,0.0,0.014176400292378205,0.0,0.0,0.6084671396311792,0.6391296555679534,0.0008345653031794292
9,0.981796107129154,0.9811949290780939,0.0,0.012023576757568134,0.0,0.0,0.6231675760107643,0.6489037864934614,0.0007938926261462366
10,0.932505953617585,0.9319686853987539,0.0,0.010745381225799967,0.0,0.0,0.6414273050662739,0.6631537248874658,0.00075
11,0.890848025195619,0.8903556411082928,0.0,0.00984767648475006,0.0,0.0,0.6535941745291628,0.6712483103499607,0.0007033683215379003
12,0.8533295626823719,0.8528703026282481,0.0,0.009185204056537367,0.0,0.0,0.668276103086246,0.6850808967739077,0.0006545084971874739
13,0.8216173282545856,0.8211877573249686,0.0,0.008591418121105586,0.0,0.0,0.6796162560031841,0.6953881174235262,0.0006039558454088797
14,0.7938702495179625,0.7934642263457307,0.0,0.00812048480933548,0.0,0.0,0.6857134570905642,0.698722107027291,0.0005522642316338269
15,0.7692624644845979,0.7688764903789912,0.0,0.007719494677825361,0.0,0.0,0.6926452754223054,0.7080770343706306,0.0005000000000000002
16,0.7474850981663435,0.7471163144987872,0.0,0.007375690022395908,0.0,0.0,0.6958108233837497,0.7110475075972752,0.0004477357683661734
17,0.7298093371921115,0.7294578726475055,0.0,0.0070292834518875325,0.0,0.0,0.6998996728370291,0.7128834281991687,0.00039604415459112036
18,0.7108409630946624,0.7104935419865144,0.0,0.006948431831999467,0.0,0.0,0.7045163169479711,0.7146284860803563,0.0003454915028125264
19,0.6948533282320724,0.6945109052026374,0.0,0.006848450524445909,0.0,0.0,0.7136299713259571,0.7246879257279061,0.00029663167846210003
20,0.6808224535395957,0.6804843228087466,0.0,0.0067626159178475155,0.0,0.0,0.7192689114833042,0.7388289018073001,0.00025000000000000017
21,0.668142210571175,0.6678063319279597,0.0,0.0067175745620774345,0.0,0.0,0.7241964936365572,0.7438574451084315,0.00020610737385376354
22,0.657327810770426,0.6569933216795962,0.0,0.006689789870447423,0.0,0.0,0.724227785696482,0.7428947488199057,0.00016543469682057108
23,0.6482894329433767,0.6479555170250754,0.0,0.0066783162323423685,0.0,0.0,0.7276069767687086,0.7523196876740323,0.00012842758726130303
24,0.6407509275990674,0.6404167569600618,0.0,0.006683406598555545,0.0,0.0,0.7345812161099649,0.7516328656215033,9.549150281252637e-05
25,0.6334526247957832,0.6331120777333904,0.0,0.006810941131244231,0.0,0.0,0.7362883931515902,0.74426286555837,6.698729810778068e-05
26,0.6281078264244602,0.6277619820374709,0.0,0.006916875831790778,0.0,0.0,0.7380228837331504,0.7464763950906802,4.322727117869953e-05
27,0.6237870537317716,0.6234351474505204,0.0,0.007038130722422566,0.0,0.0,0.7411853428091735,0.747787183256723,2.447174185242324e-05
28,0.6206003909946507,0.620240629534436,0.0,0.007195226390225192,0.0,0.0,0.7427627176588286,0.7474804426939655,1.092619963309716e-05
29,0.6183966956077478,0.6180304814098228,0.0,0.007324284910518899,0.0,0.0,0.7408404446033191,0.748717698919558,2.7390523158633003e-06
30,0.6175114871599735,0.6171381284538497,0.0,0.007467190763698174,0.0,0.0,0.740664845738415,0.7457184053881675,0.0
