method,strategy,budget,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,head_type,hidden_dim
static,margin,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,
original_head,margin,1000,0.8078744302235089,0.6839611984172657,0.4443507897533624,0.24231295994428736,27287,0.9413776596851737,0.8900048153485949,144143,6,3,original,
expanded_head,margin,1000,0.7933973615765499,0.6712874405314456,0.46153846153846156,0.30058127909933224,27287,0.927995115961233,0.8616712219120626,144143,5,1,expanded,512
expanded_head_nokd,margin,1000,0.732632547009633,0.6123425604384964,0.5107926851614322,0.29744929022314404,27287,0.9161804596823987,0.799174776414594,144143,4,1,expanded_nokd,512
