method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_count,silver_correct_rate,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,,890,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving+replay+kd,confidence>=0.9,0,0.9,786000,5543,0.9446,890,0.7629541069610778,0.6364685784056822,0.005306301690697504,0.02474067201027634,27326,0.9460782953694199,0.9040822888842076,144172,12,9
self_evolving+replay+kd,confidence>=0.95,0,0.95,688791,3052,0.9665,890,0.7639947431623703,0.6360403688226204,0.006294371660689454,0.025391237461152485,27326,0.9465083372638238,0.9034299287013573,144172,12,8
self_evolving+replay+kd,confidence>=0.99,0,0.99,490720,526,0.9902,890,0.7583517289902202,0.6298907352623992,0.009404962306960404,0.02733845829695115,27326,0.9447049357711622,0.9028298369015622,144172,12,8
self_evolving+replay+kd,confidence>=0.997,0,0.997,373668,123,0.9939,890,0.7541393061971888,0.6261945285261649,0.009624533411403059,0.02786285418943338,27326,0.9434494908858863,0.9017139335639521,144172,12,8
