period,true_class,pred_class,confusion_count,confusion_rate,rank_in_period
M-2022-7,6,5,976,0.6707903780068728,1
M-2022-7,54,149,2001,0.5960679177837355,2
M-2022-7,121,14,4,0.5714285714285714,3
M-2022-7,42,160,357,0.5666666666666667,4
M-2022-7,56,96,4029,0.49654917426669953,5
M-2022-7,48,6,2130,0.4735437972432192,6
M-2022-7,7,5,6,0.46153846153846156,7
M-2022-7,163,46,539,0.4224137931034483,8
M-2022-7,48,177,1867,0.41507336594041794,9
M-2022-7,101,117,17954,0.39996435652386997,10
M-2022-7,64,122,6,0.375,11
M-2022-7,137,171,522,0.32933753943217664,12
M-2022-7,38,156,33,0.3235294117647059,13
M-2022-7,167,14,7,0.30434782608695654,14
M-2022-7,50,128,734,0.28582554517133957,15
M-2022-7,104,117,487,0.283304246655032,16
M-2022-7,33,25,76,0.2783882783882784,17
M-2022-7,14,129,1175,0.23994282213600163,18
M-2022-7,101,102,10191,0.22702666577557976,19
M-2022-7,67,13,265,0.225531914893617,20
M-2022-7,174,2,231,0.21649484536082475,21
M-2022-7,137,86,315,0.19873817034700317,22
M-2022-7,137,60,298,0.18801261829652996,23
M-2022-7,80,175,404,0.18781961878196188,24
M-2022-7,50,105,472,0.1838006230529595,25
M-2022-7,16,61,164,0.17281348788198103,26
M-2022-7,147,117,9,0.16363636363636364,27
M-2022-7,139,133,165,0.1632047477744807,28
M-2022-7,56,165,1289,0.15886122750801085,29
M-2022-7,150,101,218,0.15181058495821728,30
M-2022-7,9,25,189,0.150597609561753,31
M-2022-7,50,118,381,0.1483644859813084,32
M-2022-7,164,117,252,0.14806110458284372,33
M-2022-7,166,18,226,0.1477124183006536,34
M-2022-7,174,28,157,0.1471415182755389,35
M-2022-7,147,153,8,0.14545454545454545,36
M-2022-7,67,46,168,0.14297872340425533,37
M-2022-7,121,51,1,0.14285714285714285,38
M-2022-7,121,118,1,0.14285714285714285,39
M-2022-7,121,129,1,0.14285714285714285,40
M-2022-7,159,46,208,0.13756613756613756,41
M-2022-7,76,82,689,0.1372783422992628,42
M-2022-7,159,67,206,0.13624338624338625,43
M-2022-7,70,82,140,0.12987012987012986,44
M-2022-7,63,61,1108,0.12942413269477865,45
M-2022-7,50,14,327,0.12733644859813084,46
M-2022-7,80,77,269,0.12505811250581125,47
M-2022-7,64,123,2,0.125,48
M-2022-7,32,153,247,0.12264150943396226,49
M-2022-7,80,79,255,0.11854951185495119,50
M-2022-7,27,51,1761,0.11652219943095349,51
M-2022-7,115,133,1599,0.11633321207711896,52
M-2022-7,94,155,14,0.11382113821138211,53
