period,true_class,pred_class,confusion_count,confusion_rate,rank_in_period
M-2022-5,56,96,3477,0.36252736940882074,1
M-2022-5,163,46,858,0.3468067906224737,2
M-2022-5,104,115,909,0.2941747572815534,3
M-2022-5,54,149,2306,0.2895893507472058,4
M-2022-5,7,5,27,0.25961538461538464,5
M-2022-5,123,68,1062,0.23673651359786002,6
M-2022-5,159,46,547,0.18790793541738235,7
M-2022-5,67,13,258,0.16318785578747627,8
M-2022-5,80,175,683,0.15943043884220354,9
M-2022-5,54,29,1242,0.15597136757503455,10
M-2022-5,56,165,1492,0.15556250651652592,11
M-2022-5,9,25,266,0.14583333333333334,12
M-2022-5,7,6,15,0.14423076923076922,13
M-2022-5,101,117,8690,0.1386783269233838,14
M-2022-5,56,87,1325,0.13815034928578876,15
M-2022-5,135,136,451,0.13398692810457516,16
M-2022-5,67,46,201,0.127134724857685,17
M-2022-5,38,126,14,0.11965811965811966,18
M-2022-5,80,77,510,0.11904761904761904,19
M-2022-5,42,115,165,0.11836441893830703,20
M-2022-5,104,116,360,0.11650485436893204,21
M-2022-5,50,138,842,0.11338540263937517,22
M-2022-5,63,60,1352,0.10967794272734648,23
M-2022-5,35,41,143,0.10941086457536343,24
M-2022-5,15,45,161,0.10922659430122117,25
M-2022-5,163,26,265,0.10711398544866613,26
M-2022-5,70,82,297,0.10524450744153083,27
M-2022-5,171,60,756,0.10495626822157435,28
M-2022-5,171,115,753,0.10453977509371096,29
M-2022-5,165,56,581,0.10343599786362827,30
M-2022-5,168,110,572,0.10310021629416005,31
M-2022-5,13,46,274,0.10136884942656307,32
M-2022-5,50,29,732,0.09857258281712901,33
M-2022-5,6,5,277,0.09850640113798008,34
M-2022-5,33,25,24,0.09486166007905138,35
M-2022-5,104,133,293,0.09482200647249191,36
M-2022-5,159,13,275,0.09446925455170045,37
M-2022-5,63,61,1131,0.09174981747383791,38
M-2022-5,74,175,974,0.09090060662622491,39
M-2022-5,74,77,933,0.0870741950536631,40
M-2022-5,43,153,275,0.0860450563204005,41
M-2022-5,115,133,2423,0.08573956121726822,42
M-2022-5,94,117,40,0.08492569002123142,43
M-2022-5,70,75,236,0.08362863217576187,44
M-2022-5,15,66,117,0.07937584803256445,45
M-2022-5,11,133,151,0.07501241927471436,46
M-2022-5,56,118,714,0.07444479199249296,47
M-2022-5,154,14,214,0.07425399028452463,48
M-2022-5,119,120,219,0.07413676371022343,49
M-2022-5,101,102,4633,0.07393517705823213,50
M-2022-5,86,61,1931,0.07368541555369,51
M-2022-5,101,164,4581,0.07310534126996793,52
M-2022-5,93,131,2705,0.07212948642739053,53
M-2022-5,79,77,1993,0.07053119580988781,54
M-2022-5,105,168,250,0.06821282401091405,55
M-2022-5,88,12,27,0.06716417910447761,56
M-2022-5,67,153,102,0.06451612903225806,57
M-2022-5,132,131,1234,0.0633958386848189,58
M-2022-5,32,153,185,0.06303236797274275,59
M-2022-5,9,122,112,0.06140350877192982,60
M-2022-5,163,155,150,0.060630557801131774,61
M-2022-5,10,12,141,0.06023067065356685,62
M-2022-5,143,153,293,0.05988146331493971,63
M-2022-5,175,71,3906,0.05981714880779185,64
