period,true_class,pred_class,confusion_count,confusion_rate,rank_in_period
M-2022-4,159,46,574,0.180389692017599,1
M-2022-4,9,25,271,0.17517776341305752,2
M-2022-4,67,46,145,0.16978922716627634,3
M-2022-4,37,36,308,0.15485168426344897,4
M-2022-4,123,68,516,0.15207780725022105,5
M-2022-4,33,166,31,0.15196078431372548,6
M-2022-4,67,13,129,0.15105386416861827,7
M-2022-4,135,136,441,0.1436950146627566,8
M-2022-4,160,115,209,0.13457823567289118,9
M-2022-4,104,115,401,0.1192387749033601,10
M-2022-4,168,110,447,0.11391437308868502,11
M-2022-4,37,166,224,0.1126194067370538,12
M-2022-4,7,14,4,0.1111111111111111,13
M-2022-4,70,82,290,0.10976532929598788,14
M-2022-4,42,115,196,0.10657966286025014,15
M-2022-4,63,60,1184,0.10616929698708752,16
M-2022-4,86,61,2912,0.1049029143701142,17
M-2022-4,38,68,8,0.1038961038961039,18
M-2022-4,50,25,467,0.10272767267927849,19
M-2022-4,171,60,726,0.10251341428974865,20
M-2022-4,74,77,906,0.098371335504886,21
M-2022-4,63,61,1044,0.0936154949784792,22
M-2022-4,163,46,290,0.09188846641318124,23
M-2022-4,159,13,292,0.0917661847894406,24
M-2022-4,13,46,181,0.0864787386526517,25
M-2022-4,74,175,788,0.08555917480998915,26
M-2022-4,7,5,3,0.08333333333333333,27
M-2022-4,35,41,71,0.08114285714285714,28
M-2022-4,43,153,163,0.07982370225269343,29
M-2022-4,67,159,68,0.07962529274004684,30
M-2022-4,80,175,469,0.07693569553805775,31
M-2022-4,16,93,154,0.07669322709163347,32
M-2022-4,70,75,200,0.0757002271006813,33
M-2022-4,54,29,503,0.0754915203361849,34
M-2022-4,54,149,497,0.07459102506378508,35
M-2022-4,33,156,15,0.07352941176470588,36
M-2022-4,79,77,1749,0.06967572304995617,37
M-2022-4,163,130,213,0.06749049429657794,38
M-2022-4,171,61,473,0.0667890426433211,39
M-2022-4,38,126,5,0.06493506493506493,40
M-2022-4,132,131,1476,0.06373882627283327,41
M-2022-4,119,120,180,0.06324666198172874,42
M-2022-4,11,133,105,0.06231454005934718,43
M-2022-4,94,117,38,0.06003159557661927,44
M-2022-4,163,25,189,0.05988593155893536,45
M-2022-4,148,133,404,0.059307105108631825,46
M-2022-4,120,119,168,0.05757368060315284,47
M-2022-4,61,86,1129,0.05737954868875788,48
M-2022-4,7,6,2,0.05555555555555555,49
M-2022-4,79,175,1378,0.0548960242211776,50
M-2022-4,72,71,977,0.054642058165548096,51
M-2022-4,88,63,11,0.05392156862745098,52
M-2022-4,105,110,263,0.05372829417773238,53
M-2022-4,10,12,108,0.053465346534653464,54
M-2022-4,93,131,1857,0.05334367459496725,55
M-2022-4,64,168,126,0.051702913418137056,56
M-2022-4,123,25,175,0.05157677571470675,57
M-2022-4,105,168,252,0.05148110316649643,58
M-2022-4,80,77,311,0.05101706036745407,59
M-2022-4,154,14,151,0.050705171255876424,60
M-2022-4,122,117,3096,0.05040210985576141,61
M-2022-4,61,60,978,0.0497052246391543,62
M-2022-4,159,138,158,0.049654305468258955,63
