period,true_class,pred_class,confusion_count,confusion_rate,rank_in_period
M-2022-6,7,5,24,0.8,1
M-2022-6,6,5,1882,0.6806509945750452,2
M-2022-6,26,112,1867,0.6003215434083601,3
M-2022-6,56,96,3869,0.5078094238088988,4
M-2022-6,50,122,656,0.42377260981912146,5
M-2022-6,101,117,22021,0.397182692134264,6
M-2022-6,163,46,813,0.3899280575539568,7
M-2022-6,69,110,240,0.292326431181486,8
M-2022-6,54,149,1796,0.2621132516053707,9
M-2022-6,101,102,12737,0.22973143588911135,10
M-2022-6,104,115,440,0.22110552763819097,11
M-2022-6,123,68,538,0.20788253477588872,12
M-2022-6,33,25,30,0.18867924528301888,13
M-2022-6,54,29,1278,0.18651488616462347,14
M-2022-6,80,175,540,0.17751479289940827,15
M-2022-6,86,61,3997,0.17745515894157343,16
M-2022-6,67,13,394,0.17620751341681573,17
M-2022-6,159,46,436,0.17573559048770657,18
M-2022-6,56,165,1288,0.16905105656910355,19
M-2022-6,177,6,274,0.15911730545876887,20
M-2022-6,80,77,483,0.15877712031558186,21
M-2022-6,139,133,163,0.1423580786026201,22
M-2022-6,13,46,272,0.14027849406910778,23
M-2022-6,70,82,310,0.13901345291479822,24
M-2022-6,67,46,305,0.13640429338103757,25
M-2022-6,42,160,101,0.12609238451935081,26
M-2022-6,42,115,99,0.12359550561797752,27
M-2022-6,163,26,250,0.11990407673860912,28
M-2022-6,63,61,1283,0.11971633852757302,29
M-2022-6,32,153,339,0.1130376792264088,30
M-2022-6,168,110,562,0.11177406523468576,31
M-2022-6,9,25,188,0.10968494749124855,32
M-2022-6,135,136,335,0.10951291271657404,33
M-2022-6,74,175,599,0.1038848421782865,34
M-2022-6,137,171,152,0.10305084745762712,35
M-2022-6,171,115,570,0.10142348754448399,36
M-2022-6,74,77,576,0.09989594172736732,37
M-2022-6,173,95,316,0.09762125424776028,38
M-2022-6,150,130,198,0.09415121255349501,39
M-2022-6,14,129,754,0.0936064556176288,40
M-2022-6,63,60,981,0.0915368106746291,41
M-2022-6,167,14,29,0.08787878787878788,42
M-2022-6,137,86,127,0.08610169491525424,43
M-2022-6,121,14,154,0.08522412838959602,44
M-2022-6,115,133,1459,0.08459442221835682,45
M-2022-6,101,164,4657,0.08399617625308876,46
M-2022-6,56,118,637,0.08360677254232839,47
M-2022-6,50,127,129,0.08333333333333333,48
M-2022-6,167,138,27,0.08181818181818182,49
M-2022-6,139,68,91,0.0794759825327511,50
M-2022-6,67,153,177,0.07915921288014312,51
M-2022-6,139,61,89,0.0777292576419214,52
M-2022-6,70,75,173,0.07757847533632287,53
M-2022-6,93,131,2547,0.07721457588067665,54
M-2022-6,43,153,105,0.07703595011005136,55
M-2022-6,38,126,7,0.07692307692307693,56
M-2022-6,147,62,1,0.07692307692307693,57
M-2022-6,147,87,1,0.07692307692307693,58
M-2022-6,147,117,1,0.07692307692307693,59
M-2022-6,147,122,1,0.07692307692307693,60
M-2022-6,147,130,1,0.07692307692307693,61
M-2022-6,147,157,1,0.07692307692307693,62
M-2022-6,28,142,1335,0.07686107432782543,63
