period,true_class,pred_class,confusion_count,confusion_rate,rank_in_period
M-2022-8,38,45,837,0.8602261048304214,1
M-2022-8,121,14,16,0.8,2
M-2022-8,163,46,1638,0.7112462006079028,3
M-2022-8,54,149,2200,0.5976636783482749,4
M-2022-8,42,160,416,0.5834502103786816,5
M-2022-8,48,6,2644,0.5715520968439256,6
M-2022-8,7,5,8,0.5714285714285714,7
M-2022-8,6,5,896,0.5589519650655022,8
M-2022-8,48,177,1920,0.4150453955901427,9
M-2022-8,56,96,4214,0.4127326150832517,10
M-2022-8,137,171,475,0.3746056782334385,11
M-2022-8,50,118,2819,0.31207793645521975,12
M-2022-8,56,165,3149,0.3084231145935358,13
M-2022-8,47,14,3,0.3,14
M-2022-8,47,177,3,0.3,15
M-2022-8,167,14,8,0.2857142857142857,16
M-2022-8,104,117,379,0.2697508896797153,17
M-2022-8,50,14,2421,0.26801727000996345,18
M-2022-8,67,13,333,0.2647058823529412,19
M-2022-8,11,153,397,0.24355828220858897,20
M-2022-8,14,129,1554,0.24033405505722238,21
M-2022-8,101,117,11476,0.24022942789558518,22
M-2022-8,80,175,436,0.23708537248504621,23
M-2022-8,150,101,277,0.22338709677419355,24
M-2022-8,7,6,3,0.21428571428571427,25
M-2022-8,65,176,482,0.20528109028960817,26
M-2022-8,47,6,2,0.2,27
M-2022-8,72,71,1540,0.18935202262387804,28
M-2022-8,174,2,263,0.18534178999295278,29
M-2022-8,137,86,233,0.1837539432176656,30
M-2022-8,70,82,221,0.18159408381265407,31
M-2022-8,167,117,5,0.17857142857142858,32
M-2022-8,9,25,227,0.17845911949685533,33
M-2022-8,137,60,222,0.1750788643533123,34
M-2022-8,67,46,213,0.16931637519872814,35
M-2022-8,104,105,225,0.1601423487544484,36
M-2022-8,174,117,227,0.15997181113460182,37
M-2022-8,147,153,3,0.15789473684210525,38
M-2022-8,139,133,211,0.1550330639235856,39
M-2022-8,172,117,945,0.15161238568907429,40
M-2022-8,138,149,3911,0.14465362281318195,41
M-2022-8,86,61,2443,0.14424042038141346,42
M-2022-8,159,46,235,0.13930053349140487,43
M-2022-8,16,61,91,0.1344165435745938,44
M-2022-8,94,155,17,0.1328125,45
M-2022-8,40,71,159,0.13216957605985039,46
M-2022-8,40,82,157,0.13050706566916043,47
M-2022-8,54,29,477,0.1295843520782396,48
M-2022-8,5,14,257,0.12843578210894552,49
M-2022-8,101,102,6126,0.12823679638274266,50
M-2022-8,74,175,445,0.1239209133945976,51
M-2022-8,104,110,174,0.12384341637010676,52
M-2022-8,112,61,270,0.12306289881494986,53
M-2022-8,159,67,202,0.11973918197984589,54
M-2022-8,11,93,195,0.1196319018404908,55
M-2022-8,32,153,264,0.11902614968440037,56
M-2022-8,63,61,986,0.11721350451735615,57
M-2022-8,173,95,268,0.11566681053085887,58
M-2022-8,166,18,232,0.11553784860557768,59
M-2022-8,150,130,143,0.1153225806451613,60
M-2022-8,164,117,203,0.11359820928931169,61
M-2022-8,101,164,5363,0.11226476314081765,62
M-2022-8,174,1,159,0.11205073995771671,63
M-2022-8,75,71,1832,0.11052123552123552,64
M-2022-8,55,51,526,0.1080082135523614,65
M-2022-8,127,19,209,0.1071245515120451,66
M-2022-8,42,115,76,0.10659186535764376,67
M-2022-8,79,175,998,0.10595604628941502,68
M-2022-8,147,62,2,0.10526315789473684,69
M-2022-8,147,87,2,0.10526315789473684,70
M-2022-8,165,56,650,0.10406660262568043,71
M-2022-8,159,13,173,0.1025489033787789,72
M-2022-8,174,28,143,0.10077519379844961,73
M-2022-8,47,5,1,0.1,74
M-2022-8,36,64,62,0.0985691573926868,75
M-2022-8,33,25,28,0.0979020979020979,76
M-2022-8,43,153,279,0.09728033472803348,77
M-2022-8,173,122,222,0.09581355200690549,78
M-2022-8,80,72,176,0.0957041870581838,79
M-2022-8,80,77,173,0.09407286568787385,80
M-2022-8,100,133,1130,0.09321894076885003,81
M-2022-8,70,75,112,0.09202958093672967,82
M-2022-8,141,61,120,0.0916030534351145,83
M-2022-8,122,117,4122,0.09113823295303794,84
M-2022-8,63,60,765,0.09094151212553495,85
M-2022-8,50,120,818,0.09055684711612974,86
M-2022-8,70,73,109,0.0895645028759244,87
M-2022-8,149,117,3245,0.08919000632163374,88
M-2022-8,28,142,817,0.08911431064572425,89
M-2022-8,110,168,503,0.08841624187027597,90
M-2022-8,56,14,872,0.08540646425073457,91
M-2022-8,74,77,299,0.0832637148426622,92
M-2022-8,115,133,1143,0.08314541354477341,93
M-2022-8,16,153,56,0.0827178729689808,94
M-2022-8,164,149,146,0.0817011751538892,95
M-2022-8,19,142,934,0.08155068540993626,96
M-2022-8,75,82,1351,0.08150337837837837,97
M-2022-8,168,110,275,0.08057427483152652,98
