period,true_class,pred_class,confusion_count,confusion_rate,rank_in_period
M-2022-12,58,51,11,0.7333333333333333,1
M-2022-12,54,149,3208,0.6336164329448943,2
M-2022-12,6,5,942,0.5593824228028503,3
M-2022-12,42,160,747,0.5173130193905817,4
M-2022-12,103,102,719,0.4972337482710927,5
M-2022-12,7,5,16,0.48484848484848486,6
M-2022-12,75,71,3176,0.46657852210959305,7
M-2022-12,55,51,1890,0.465173517105587,8
M-2022-12,38,45,89,0.46113989637305697,9
M-2022-12,47,5,279,0.45145631067961167,10
M-2022-12,80,175,463,0.43886255924170614,11
M-2022-12,121,14,7,0.4375,12
M-2022-12,40,71,321,0.4355495251017639,13
M-2022-12,163,46,728,0.41815048822515793,14
M-2022-12,48,14,1310,0.389764950907468,15
M-2022-12,118,25,971,0.37679472254559565,16
M-2022-12,69,105,703,0.3767416934619507,17
M-2022-12,10,156,366,0.3645418326693227,18
M-2022-12,167,14,18,0.32727272727272727,19
M-2022-12,48,177,1096,0.32609342457601903,20
M-2022-12,174,2,440,0.291970802919708,21
M-2022-12,38,39,52,0.2694300518134715,22
M-2022-12,67,46,318,0.26700251889168763,23
M-2022-12,33,25,167,0.2650793650793651,24
M-2022-12,11,153,446,0.2550028587764437,25
M-2022-12,56,96,3063,0.25236878965147896,26
M-2022-12,175,71,5525,0.25018112660749864,27
M-2022-12,109,71,98,0.24936386768447838,28
M-2022-12,10,138,250,0.24900398406374502,29
M-2022-12,67,13,296,0.24853064651553317,30
M-2022-12,56,165,3015,0.24841394084205323,31
M-2022-12,112,61,260,0.24007386888273316,32
M-2022-12,70,71,216,0.23788546255506607,33
M-2022-12,123,105,344,0.23593964334705075,34
M-2022-12,138,149,2945,0.2305103318722605,35
M-2022-12,172,117,1273,0.22903922274199354,36
M-2022-12,74,175,515,0.2244986922406277,37
M-2022-12,79,175,1670,0.2218384697130712,38
M-2022-12,100,133,3765,0.21790716518115522,39
M-2022-12,26,13,174,0.21561338289962825,40
M-2022-12,104,2,370,0.2121559633027523,41
M-2022-12,12,156,55,0.20912547528517111,42
M-2022-12,14,129,1203,0.20666552138807764,43
M-2022-12,72,71,1190,0.20641803989592367,44
M-2022-12,56,118,2489,0.20507538930542968,45
M-2022-12,109,158,79,0.2010178117048346,46
M-2022-12,70,72,173,0.1905286343612335,47
M-2022-12,174,133,283,0.18779031187790313,48
M-2022-12,150,117,242,0.18745158791634392,49
M-2022-12,137,171,236,0.18351477449455678,50
M-2022-12,28,49,1062,0.1826311263972485,51
M-2022-12,78,71,1859,0.1814366582080812,52
M-2022-12,159,46,313,0.17988505747126438,53
M-2022-12,12,117,47,0.17870722433460076,54
M-2022-12,70,75,162,0.17841409691629956,55
M-2022-12,36,104,38,0.17592592592592593,56
M-2022-12,48,170,577,0.1716750966974115,57
M-2022-12,104,117,299,0.17144495412844038,58
M-2022-12,101,117,7197,0.1697285569417258,59
M-2022-12,19,142,3891,0.16964597139867457,60
M-2022-12,24,153,703,0.1692344727973038,61
M-2022-12,32,153,167,0.16733466933867736,62
M-2022-12,174,28,250,0.16589250165892502,63
M-2022-12,13,46,180,0.1651376146788991,64
M-2022-12,34,125,204,0.16451612903225807,65
M-2022-12,173,2,160,0.16359918200409,66
M-2022-12,96,117,7240,0.16243017073116012,67
M-2022-12,152,117,117,0.16049382716049382,68
M-2022-12,109,140,62,0.15776081424936386,69
M-2022-12,104,133,272,0.1559633027522936,70
M-2022-12,123,25,227,0.15569272976680384,71
M-2022-12,161,149,52,0.15568862275449102,72
M-2022-12,47,6,96,0.1553398058252427,73
M-2022-12,11,93,270,0.15437392795883362,74
M-2022-12,139,133,147,0.1510791366906475,75
M-2022-12,34,110,185,0.14919354838709678,76
M-2022-12,166,18,271,0.14768392370572206,77
M-2022-12,104,19,254,0.14564220183486237,78
M-2022-12,66,71,271,0.13861892583120206,79
M-2022-12,9,89,125,0.13736263736263737,80
M-2022-12,42,115,197,0.13642659279778394,81
M-2022-12,177,14,152,0.1360787824529991,82
M-2022-12,66,142,266,0.1360613810741688,83
M-2022-12,101,164,5541,0.13067471641157466,84
M-2022-12,16,61,152,0.1281618887015177,85
M-2022-12,171,60,518,0.12506035731530663,86
M-2022-12,121,51,2,0.125,87
M-2022-12,121,99,2,0.125,88
M-2022-12,34,128,154,0.12419354838709677,89
M-2022-12,66,49,240,0.12276214833759591,90
M-2022-12,63,60,668,0.12163146394756008,91
M-2022-12,26,49,98,0.12143742255266418,92
M-2022-12,63,61,660,0.12017479970866715,93
M-2022-12,94,172,90,0.11842105263157894,94
M-2022-12,50,124,180,0.11780104712041885,95
M-2022-12,9,25,107,0.11758241758241758,96
M-2022-12,163,26,200,0.11487650775416428,97
M-2022-12,135,156,214,0.11431623931623931,98
M-2022-12,171,61,464,0.11202317720907774,99
M-2022-12,123,68,163,0.11179698216735254,100
M-2022-12,54,29,564,0.11139640529330437,101
M-2022-12,35,117,102,0.10967741935483871,102
M-2022-12,176,158,228,0.1093525179856115,103
M-2022-12,167,149,6,0.10909090909090909,104
M-2022-12,86,61,2194,0.10844207196520364,105
M-2022-12,139,32,105,0.1079136690647482,106
M-2022-12,165,56,532,0.10663459611144518,107
M-2022-12,10,117,107,0.10657370517928287,108
M-2022-12,12,63,28,0.10646387832699619,109
M-2022-12,69,39,198,0.10610932475884244,110
M-2022-12,135,26,197,0.10523504273504274,111
M-2022-12,164,138,177,0.10479573712255773,112
M-2022-12,33,97,66,0.10476190476190476,113
M-2022-12,111,16,117,0.10299295774647887,114
M-2022-12,50,25,157,0.10274869109947644,115
M-2022-12,122,117,4091,0.10189543948790754,116
M-2022-12,142,140,1609,0.1008903937797843,117
M-2022-12,159,67,169,0.09712643678160919,118
M-2022-12,69,60,181,0.0969989281886388,119
M-2022-12,67,159,115,0.09655751469353484,120
M-2022-12,137,86,124,0.09642301710730948,121
M-2022-12,5,14,104,0.0962962962962963,122
M-2022-12,47,7,59,0.09546925566343042,123
M-2022-12,56,14,1140,0.09392765922386093,124
M-2022-12,138,99,1188,0.09298685034439574,125
M-2022-12,136,93,1189,0.0924500427649483,126
M-2022-12,37,160,80,0.09237875288683603,127
M-2022-12,75,72,628,0.0922579697370354,128
M-2022-12,26,136,74,0.09169764560099132,129
M-2022-12,7,14,3,0.09090909090909091,130
M-2022-12,7,151,3,0.09090909090909091,131
M-2022-12,24,20,374,0.09003370245546462,132
M-2022-12,143,153,274,0.08977719528178243,133
M-2022-12,82,71,2463,0.08930708147503535,134
M-2022-12,77,71,1580,0.08797327394209355,135
M-2022-12,36,105,19,0.08796296296296297,136
M-2022-12,80,71,92,0.08720379146919431,137
M-2022-12,164,117,147,0.08703374777975133,138
M-2022-12,110,168,491,0.08659611992945326,139
M-2022-12,9,71,78,0.08571428571428572,140
M-2022-12,149,117,2553,0.0853960396039604,141
M-2022-12,20,19,96,0.08533333333333333,142
M-2022-12,139,61,83,0.08530318602261049,143
M-2022-12,88,63,7,0.08433734939759036,144
M-2022-12,143,19,253,0.0828964613368283,145
M-2022-12,94,117,63,0.08289473684210526,146
M-2022-12,85,87,29,0.08285714285714285,147
M-2022-12,101,102,3513,0.08284791170436054,148
M-2022-12,127,19,335,0.08255298176441597,149
M-2022-12,80,77,86,0.08151658767772511,150
M-2022-12,92,65,73,0.08147321428571429,151
M-2022-12,150,100,105,0.08133230054221534,152
M-2022-12,147,117,221,0.08095238095238096,153
M-2022-12,69,125,151,0.08092175777063237,154
M-2022-12,115,133,1289,0.08089619681184888,155
M-2022-12,26,46,65,0.080545229244114,156
M-2022-12,154,155,149,0.08002148227712137,157
M-2022-12,159,13,138,0.07931034482758621,158
M-2022-12,66,78,154,0.07877237851662404,159
M-2022-12,46,67,579,0.07803234501347708,160
M-2022-12,77,72,1394,0.07761692650334076,161
M-2022-12,11,133,131,0.07489994282447113,162
M-2022-12,127,149,302,0.0744208969935929,163
M-2022-12,168,110,314,0.07438995498696992,164
M-2022-12,35,41,69,0.07419354838709677,165
M-2022-12,69,18,136,0.07288317256162916,166
M-2022-12,167,82,4,0.07272727272727272,167
M-2022-12,72,175,418,0.07250650477016479,168
M-2022-12,96,100,3230,0.07246539384829381,169
M-2022-12,77,175,1299,0.07232739420935412,170
M-2022-12,74,71,165,0.07192676547515257,171
M-2022-12,66,108,140,0.07161125319693094,172
M-2022-12,146,169,333,0.07115384615384615,173
M-2022-12,16,140,84,0.07082630691399663,174
M-2022-12,123,96,103,0.07064471879286695,175
M-2022-12,26,61,57,0.07063197026022305,176
M-2022-12,143,133,214,0.07011795543905636,177
M-2022-12,60,61,1740,0.07003421211511371,178
M-2022-12,47,151,43,0.06957928802588997,179
M-2022-12,36,160,15,0.06944444444444445,180
M-2022-12,109,116,27,0.06870229007633588,181
M-2022-12,85,175,24,0.06857142857142857,182
M-2022-12,28,117,397,0.06827171109200345,183
M-2022-12,9,136,62,0.06813186813186813,184
M-2022-12,19,17,1556,0.06784094872689223,185
M-2022-12,162,160,4,0.06779661016949153,186
M-2022-12,163,155,118,0.06777713957495692,187
M-2022-12,147,39,185,0.06776556776556776,188
M-2022-12,174,19,102,0.0676841406768414,189
M-2022-12,80,72,71,0.06729857819905213,190
M-2022-12,29,149,2029,0.0670212063156504,191
M-2022-12,141,140,82,0.06688417618270799,192
M-2022-12,58,45,1,0.06666666666666667,193
M-2022-12,58,87,1,0.06666666666666667,194
