method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,stable_absorber,5,2,0.5,2.0,90,0,0,0.7115500804874165,0.7193773416793005,0.21834700578485883,0.3052950632923216,1352842,0.6051937568093326,0.3913144025081622,1318044,12,0,0.7115500804874165,0.7193773416793005,0.21834700578485883,0.3052950632923216,1352842,0.6051937568093326,0.3913144025081622,1318044,12,0,,
active_head_ft,random,200,stable_absorber,5,2,0.5,2.0,90,42,107,0.7658638265463344,0.7246700549256914,0.494923861620343,0.3731019846169275,1352800,0.7284780622820568,0.393794630810934,1318004,8,0,0.765866070633989,0.7246768744404459,0.4949269759513676,0.37310575941619967,1352842,0.7284794741298469,0.39380112298657866,1318044,8,0,490,0.13725094497203827
active_head_ft,random,500,stable_absorber,5,2,0.5,2.0,90,100,268,0.7819576481244014,0.7213419667030196,0.5457241661750726,0.3765251991169729,1352742,0.7784680848480802,0.40191927815297,1317932,7,0,0.7819623431494281,0.7213650719104244,0.5457289173458542,0.37653110139496887,1352842,0.7784702179896877,0.40194652481141524,1318044,7,0,1090,0.14103902876377106
active_head_ft,random,1000,stable_absorber,5,2,0.5,2.0,90,223,538,0.7967662108756504,0.7210286522858241,0.6091574937214397,0.41131460788935276,1352619,0.803771082197997,0.40704021553041886,1317818,6,0,0.7967768406918225,0.7210658637753974,0.6091686981923979,0.41132496253295664,1352842,0.8037766569249585,0.407077010438631,1318044,6,0,2090,0.14313238859176636
active_head_ft,margin,200,stable_absorber,5,2,0.5,2.0,90,64,118,0.76285052740681,0.7166959639582189,0.4328248980985794,0.3798479379096788,1352778,0.6606022256263415,0.39879772998685786,1318011,8,0,0.7628505924709303,0.7167039490167277,0.43283990295984304,0.37985893743570215,1352842,0.660603894862387,0.3988052483739562,1318044,8,0,490,0.16869716346263885
active_head_ft,margin,500,stable_absorber,5,2,0.5,2.0,90,156,312,0.7702411354216238,0.7178120728165721,0.4742334880378743,0.39430353661679884,1352686,0.7049448502492873,0.40874167265138983,1317957,7,0,0.7702365767027826,0.7178202368610098,0.47425715641590077,0.39431406342053443,1352842,0.7049408062249819,0.40875025526150177,1318044,7,0,1090,0.16940493881702423
active_head_ft,margin,1000,stable_absorber,5,2,0.5,2.0,90,332,625,0.7822213348462455,0.7191899130588406,0.5134838189736121,0.4123765968048903,1352510,0.7299138528266638,0.4106024417026083,1317861,7,0,0.7822022313690852,0.7192095252374976,0.5135233826270917,0.41246759898094765,1352842,0.7298974844542367,0.4106206078814127,1318044,7,0,2090,0.17240899801254272
active_head_ft,absorber_margin,200,stable_absorber,5,2,0.5,2.0,90,85,200,0.7742595629755152,0.735926233041704,0.4754091089530492,0.3935846251779806,1352757,0.701675877620266,0.40177995822639395,1317996,7,0,0.7742568611057803,0.7359261708649815,0.4754198938235212,0.39358588734743266,1352842,0.7016746026688032,0.40177961033826354,1318044,7,0,490,0.16413898766040802
active_head_ft,absorber_margin,500,stable_absorber,5,2,0.5,2.0,90,233,500,0.782203306197425,0.7394379962418384,0.5090207147815814,0.41035943505325956,1352609,0.7246278832080235,0.4098235884241884,1317933,7,0,0.7821895180501885,0.7394372973843985,0.5090490981208449,0.41036402989318344,1352842,0.7246154149633851,0.4098217446478146,1318044,7,0,1090,0.16958148777484894
active_head_ft,absorber_margin,1000,stable_absorber,5,2,0.5,2.0,90,480,1000,0.7918336046927724,0.7425337287681225,0.5425315115331546,0.43203899606191515,1352362,0.7457696571788912,0.41592337600696017,1317801,6,0,0.7918091113329552,0.7425321478260656,0.542566685540514,0.4320537840304948,1352842,0.7457459690268307,0.4159208251914065,1318044,6,0,2090,0.16649311780929565
