method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,stable_absorber,5,2,0.5,2.0,90,0,0,0.7115500804874165,0.7193773416793005,0.21834700578485883,0.3052950632923216,1352842,0.6051937568093326,0.3913144025081622,1318044,12,0,0.7115500804874165,0.7193773416793005,0.21834700578485883,0.3052950632923216,1352842,0.6051937568093326,0.3913144025081622,1318044,12,0,,
active_head_ft,random,200,stable_absorber,5,2,0.5,2.0,90,32,114,0.765650417947875,0.7188360608482147,0.47207664047427206,0.3722521253888662,1352810,0.6969201272525453,0.4014240196651281,1318009,8,0,0.7656541819857114,0.7188419965759729,0.4720809968939462,0.372254565661152,1352842,0.6969228644870733,0.4014324069267574,1318044,8,0,490,0.1444123387336731
active_head_ft,random,500,stable_absorber,5,2,0.5,2.0,90,100,269,0.7836129264279046,0.7199010195136626,0.5686923300969439,0.403610557306461,1352742,0.7068846209877143,0.3992738820874414,1317952,6,0,0.7836200691241311,0.7199149486543988,0.568699079419474,0.4036178726551003,1352842,0.7068906652585194,0.39929168418138883,1318044,6,0,1090,0.1378484070301056
active_head_ft,random,1000,stable_absorber,5,2,0.5,2.0,90,211,524,0.7942478358353098,0.7230700561151377,0.591666906939143,0.42500958158103147,1352631,0.7148923286588109,0.40650791980391254,1317853,6,0,0.7942612683896645,0.7230978516426202,0.5916855035547388,0.42503584977161,1352842,0.714908606996428,0.40653228116399254,1318044,6,0,2090,0.13993844389915466
active_head_ft,margin,200,stable_absorber,5,2,0.5,2.0,90,64,118,0.762610934632795,0.7203073464875266,0.430872619158502,0.3813770191681764,1352778,0.6499149096631212,0.40060722053309006,1318011,8,0,0.7626111582983768,0.7203153672912483,0.4308884555624382,0.381388449804596,1352842,0.6499168464785697,0.40061441339494025,1318044,8,0,490,0.16869716346263885
active_head_ft,margin,500,stable_absorber,5,2,0.5,2.0,90,156,312,0.7737728297024979,0.7205248156063986,0.49229754725043356,0.40069681266087476,1352686,0.714895857755602,0.4099598797157432,1317957,7,0,0.7737681550734316,0.7205327869691747,0.49231913261119925,0.40070717814601337,1352842,0.714893432996167,0.40996754194913987,1318044,7,0,1090,0.16940493881702423
active_head_ft,margin,1000,stable_absorber,5,2,0.5,2.0,90,332,625,0.7881327120221415,0.7202790793969492,0.537421534776083,0.41945854182592446,1352510,0.7354705845305385,0.41163723258479334,1317861,6,0,0.788113924656029,0.7202976021238756,0.5374589198147308,0.4195288401829347,1352842,0.7354572381498645,0.4116586532949519,1318044,6,0,2090,0.17240899801254272
active_head_ft,absorber_margin,200,stable_absorber,5,2,0.5,2.0,90,85,200,0.7740273865286806,0.7383066565453077,0.4654827141903535,0.39712378021766975,1352757,0.6864785629091439,0.4049570571765682,1317996,7,0,0.7740240862907439,0.7383065037261355,0.4654933835584643,0.397124896922251,1352842,0.6864763240073928,0.40495674953849486,1318044,7,0,490,0.16413898766040802
active_head_ft,absorber_margin,500,stable_absorber,5,2,0.5,2.0,90,233,500,0.7810397981214348,0.7410484129471835,0.4954883488132934,0.41218308690637917,1352609,0.706162604624059,0.40872469230114045,1317933,7,0,0.7810253412769379,0.7410474598032858,0.49551536690906994,0.412185156033734,1352842,0.7061471392457308,0.4087227799589138,1318044,7,0,1090,0.16958148777484894
active_head_ft,absorber_margin,1000,stable_absorber,5,2,0.5,2.0,90,480,1000,0.8004820893687851,0.7456710041672794,0.5794306554014383,0.4462647958539123,1352362,0.7478534315879256,0.41691795967241463,1317801,5,0,0.8004567411162657,0.7456688549210457,0.5794741736285538,0.4462773721218229,1352842,0.7478308766626911,0.4169148407529759,1318044,5,0,2090,0.16649311780929565
