method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_count,silver_correct_rate,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving,confidence>=0.9,0,0.9,786000,5543,0.9446,0,0.7606839027862902,0.6227401577997811,0.00472077874551709,0.023992591012708824,27326,0.9459326360180895,0.8927279465085587,144172,12,9
self_evolving,confidence>=0.95,0,0.95,688791,3052,0.9665,0,0.7610995526851362,0.6227259530688174,0.004610993193295762,0.022954662992695662,27326,0.9484643342674028,0.8810917760904017,144172,12,10
self_evolving,confidence>=0.99,0,0.99,490720,526,0.9902,0,0.7486481931698897,0.5913133577558899,0.0019029495718363464,0.012003790377024223,27326,0.9471325916266682,0.8501838725725286,144172,12,10
self_evolving,confidence>=0.997,0,0.997,373668,123,0.9939,0,0.7342886227553961,0.56618473978342,0.006367562028837005,0.017293428924047848,27326,0.9458702105818051,0.8280515110685013,144172,12,10
