method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
memento,margin,1000,5,0.6781,0.0015,0.2543,0.0046,0.8923,0.0036,6.0000,0.0000,0.6784,0.0015,0.2556,0.0046,0.8923,0.0036,6.0000,0.0000
memento_no_rect,margin,1000,5,0.6780,0.0015,0.2542,0.0044,0.8923,0.0036,6.0000,0.0000,0.6783,0.0015,0.2554,0.0044,0.8924,0.0036,6.0000,0.0000
static,,0,4,0.6286,0.0000,0.0276,0.0000,0.9028,0.0000,12.0000,0.0000,,,,,,,,
static,margin,0,1,0.6286,0.0000,0.0276,0.0000,0.9028,0.0000,12.0000,0.0000,,,,,,,,
