percentile,threshold,precision,recall,f1,n_flagged,n_drift
50,0.05867921933531761,0.03252047266230763,0.7873819805313621,0.06246117223560832,661614,27326
60,0.06764295697212219,0.034595336024984366,0.6700944155749103,0.06579389418576867,529291,27326
70,0.08000212162733078,0.03640586544541261,0.5288736002342092,0.06812241482930508,396969,27326
75,0.0895310789346695,0.03817936137989825,0.4621971748517895,0.07053245581948606,330807,27326
80,0.10337729752063751,0.03178963596653643,0.3078752836126766,0.05762881372186374,264646,27326
85,0.12687453627586365,0.03260195984583218,0.2368074361414038,0.057313416972600985,198485,27326
90,0.16786262392997742,0.035194183928719876,0.17042377223157432,0.058340484437735284,132323,27326
95,0.24741286039352417,0.0426075390707657,0.10316182390397424,0.06030720520280679,66162,27326
