strategy,budget,class_id,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
random,200,56,12136,0.3714568226763349,0.5095512603142308,12137,0.37150861003542884,0.5096066907775768
random,200,163,1741,0.014933946008041356,0.02490421455938697,1741,0.014933946008041356,0.02490421455938697
random,200,174,1507,0.0,0.0,1507,0.0,0.0
random,200,48,3361,0.0008925914906277894,0.0017720023626698169,3361,0.0008925914906277894,0.0017720023626698169
random,200,38,193,0.05181347150259067,0.08888888888888889,193,0.05181347150259067,0.08888888888888889
random,200,69,1866,0.00482315112540193,0.008955223880597015,1866,0.00482315112540193,0.008955223880597015
random,200,104,1744,0.006880733944954129,0.011964107676969093,1744,0.006880733944954129,0.011964107676969093
random,200,47,618,0.0,0.0,618,0.0,0.0
random,200,66,1955,0.0,0.0,1955,0.0,0.0
random,200,10,1004,0.08864541832669323,0.1480865224625624,1004,0.08864541832669323,0.1480865224625624
random,200,109,393,0.0,0.0,393,0.0,0.0
random,200,26,807,0.01858736059479554,0.023510971786833857,807,0.01858736059479554,0.023510971786833857
random,500,56,12132,0.6497692054071876,0.7376941793000187,12137,0.6498310949987641,0.7376888182200814
random,500,163,1741,0.010913268236645606,0.019269776876267748,1741,0.010913268236645606,0.019269776876267748
random,500,174,1507,0.0,0.0,1507,0.0,0.0
random,500,48,3359,0.4048824054778208,0.5075573801082292,3361,0.40523653674501636,0.5079246690285288
random,500,38,193,0.05181347150259067,0.09090909090909091,193,0.05181347150259067,0.09090909090909091
random,500,69,1864,0.388412017167382,0.23729924614880368,1866,0.38853161843515543,0.2375102375102375
random,500,104,1744,0.006307339449541285,0.011627906976744186,1744,0.006307339449541285,0.011627906976744186
random,500,47,618,0.0,0.0,618,0.0,0.0
random,500,66,1955,0.0,0.0,1955,0.0,0.0
random,500,10,1003,0.4137587238285145,0.4329681794470527,1004,0.41434262948207173,0.43355914538822304
random,500,109,393,0.0,0.0,393,0.0,0.0
random,500,26,807,0.01982651796778191,0.0214190093708166,807,0.01982651796778191,0.0214190093708166
random,1000,56,12130,0.7472382522671064,0.8154745838956365,12137,0.7473016396144022,0.8155008092069772
random,1000,163,1741,0.013210798391728892,0.02340966921119593,1741,0.013210798391728892,0.02340966921119593
random,1000,174,1506,0.0,0.0,1507,0.0,0.0
random,1000,48,3359,0.4429889848169098,0.5742956387495176,3361,0.4433204403451354,0.5746239876590822
random,1000,38,193,0.046632124352331605,0.08256880733944955,193,0.046632124352331605,0.08256880733944955
random,1000,69,1862,0.5483351235230934,0.3446413502109705,1866,0.5493033226152197,0.3455250294960391
random,1000,104,1744,0.005733944954128441,0.010598834128245893,1744,0.005733944954128441,0.010598834128245893
random,1000,47,618,0.0,0.0,618,0.0,0.0
random,1000,66,1954,0.0010235414534288639,0.0015128593040847202,1955,0.001534526854219949,0.0022675736961451248
random,1000,10,1002,0.5089820359281437,0.4961089494163424,1004,0.5099601593625498,0.4970873786407767
random,1000,109,392,0.0,0.0,393,0.0,0.0
random,1000,26,807,0.012391573729863693,0.017271157167530225,807,0.012391573729863693,0.017271157167530225
margin,200,56,12134,0.6834514587110598,0.6733517375771354,12137,0.6834473098788828,0.6733774404351179
margin,200,163,1741,0.012062033314187249,0.021886399166232414,1741,0.012062033314187249,0.021886399166232414
margin,200,174,1505,0.0019933554817275745,0.0021008403361344537,1507,0.0019907100199071004,0.002099370188943317
margin,200,48,3360,0.05029761904761905,0.08598321037903842,3361,0.050580184468908065,0.08644800406814136
margin,200,38,193,0.06217616580310881,0.10619469026548672,193,0.06217616580310881,0.10619469026548672
margin,200,69,1865,0.028418230563002682,0.02645370601447467,1866,0.02840300107181136,0.026447105788423155
margin,200,104,1741,0.6984491671453188,0.47388932190179267,1744,0.6989678899082569,0.4745036979369404
margin,200,47,618,0.0,0.0,618,0.0,0.0
margin,200,66,1955,0.003069053708439898,0.005484460694698354,1955,0.003069053708439898,0.005484460694698354
margin,200,10,1004,0.01593625498007968,0.028495102404274265,1004,0.01593625498007968,0.028495102404274265
margin,200,109,393,0.0,0.0,393,0.0,0.0
margin,200,26,807,0.009913258983890954,0.01316872427983539,807,0.009913258983890954,0.01316872427983539
margin,500,56,12134,0.6956485907367727,0.7285202606481681,12137,0.6956414270412787,0.7285356803865735
margin,500,163,1740,0.10517241379310345,0.11296296296296296,1741,0.10568638713383113,0.1135101789019124
margin,500,174,1503,0.1270791749833666,0.06787491115849324,1507,0.12873258128732581,0.0688431511710433
margin,500,48,3360,0.05714285714285714,0.10372771474878444,3361,0.057423385897054445,0.10421166306695465
margin,500,38,192,0.203125,0.12400635930047695,193,0.20207253886010362,0.12380952380952381
margin,500,69,1864,0.1630901287553648,0.12786540483701367,1866,0.16345123258306538,0.1282051282051282
margin,500,104,1737,0.7265400115141047,0.6399594320486816,1744,0.7276376146788991,0.6412329459322891
margin,500,47,618,0.0,0.0,618,0.0,0.0
margin,500,66,1954,0.0005117707267144319,0.0008802816901408451,1955,0.0005115089514066496,0.0008798944126704796
margin,500,10,1004,0.013944223107569721,0.026415094339622643,1004,0.013944223107569721,0.026415094339622643
margin,500,109,393,0.0,0.0,393,0.0,0.0
margin,500,26,807,0.006195786864931847,0.010319917440660475,807,0.006195786864931847,0.010319917440660475
margin,1000,56,12125,0.7743505154639175,0.7468183264397072,12137,0.7745736178627338,0.7470597584233948
margin,1000,163,1738,0.17548906789413118,0.16090741229227118,1741,0.17690982194141297,0.16223334211219384
margin,1000,174,1503,0.15635395874916833,0.1568758344459279,1507,0.1579296615792966,0.1584026622296173
margin,1000,48,3357,0.4685731307715222,0.5625894134477826,3361,0.46920559357334124,0.5632142857142857
margin,1000,38,190,0.868421052631579,0.2616970658207772,193,0.8704663212435233,0.26519337016574585
margin,1000,69,1863,0.14224369296833064,0.13506625891946994,1866,0.14308681672025725,0.1359124459149911
margin,1000,104,1736,0.7258064516129032,0.6757843925985519,1744,0.7270642201834863,0.6771695594125501
margin,1000,47,618,0.0,0.0,618,0.0,0.0
