method,alpha,tau_conf,momentum,accepted_rate,num_updated_classes,overall_accuracy,overall_macro_f1,bad_accuracy,bad_macro_f1,bad_support,stable_accuracy,stable_macro_f1,stable_support
static,,,,,,0.787239767457279,0.6836051344755893,0.34224472623669566,0.35349660992346554,67741,0.9480824979746415,0.9089863032292651,204902
caps_target_proto,2.0,0.8,0.9,0.4041085515538579,174,0.7888938734681492,0.6861482873986695,0.34383903396761195,0.35990248968481964,67741,0.9497808708553357,0.9108379053160315,204902
caps_target_proto,2.0,0.9,0.9,0.3772305387265513,174,0.7889083916601698,0.6862290935012281,0.34193472195568414,0.3587432743400885,67741,0.9496881436003553,0.9099329613436863,204902
caps_target_proto,5.0,0.8,0.9,0.4041085515538579,174,0.7865220848317317,0.6840631753246771,0.34324854962282814,0.35760409070943056,67741,0.95070814340514,0.9080586065683522,204902
caps_target_proto,5.0,0.9,0.9,0.3772305387265513,174,0.7865520890952408,0.6843844427115304,0.3386427717335144,0.3549693195346761,67741,0.950381157821788,0.9068716478991989,204902
