method,strategy,budget,n_seeds,strict_overall_macro_f1_mean,strict_overall_macro_f1_std,strict_bad_macro_f1_mean,strict_bad_macro_f1_std,strict_stable_macro_f1_mean,strict_stable_macro_f1_std,strict_collapsed_count_mean,strict_collapsed_count_std,full_overall_macro_f1_mean,full_overall_macro_f1_std,full_bad_macro_f1_mean,full_bad_macro_f1_std,full_stable_macro_f1_mean,full_stable_macro_f1_std,full_collapsed_count_mean,full_collapsed_count_std
self_evolving+replay+kd,confidence>=0.9,0,5,0.4547,0.0087,0.0131,0.0107,0.7289,0.0090,11.6000,0.5477,0.5878,0.0090,0.0139,0.0095,0.8712,0.0088,11.8000,0.4472
self_evolving+replay+kd,confidence>=0.95,0,5,0.4534,0.0035,0.0094,0.0041,0.7244,0.0096,12.0000,0.0000,0.5761,0.0034,0.0111,0.0045,0.8632,0.0073,12.0000,0.0000
self_evolving+replay+kd,confidence>=0.99,0,5,0.4297,0.0068,0.0118,0.0047,0.6691,0.0203,11.6000,0.5477,0.5238,0.0059,0.0132,0.0040,0.8061,0.0128,11.6000,0.5477
self_evolving+replay+kd,confidence>=0.997,0,5,0.4198,0.0061,0.0112,0.0030,0.6289,0.0124,12.0000,0.0000,0.4910,0.0068,0.0114,0.0030,0.7639,0.0144,12.0000,0.0000
static,,0,5,0.6308,0.0020,0.0313,0.0055,0.9019,0.0015,11.8000,0.4472,0.6286,0.0000,0.0276,0.0000,0.9028,0.0000,12.0000,0.0000
