method,strategy,budget,confidence_threshold,silver_samples,silver_collapse_count,silver_correct_rate,replay_samples,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count
static,,0,,0,0,,890,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8
self_evolving+replay+kd,confidence>=0.9,0,0.9,786000,5543,0.9446,890,0.7642532018267435,0.6355487725228773,0.005123325770328624,0.023011769558537287,27326,0.9465985073384569,0.9037225626982502,144172,12,9
self_evolving+replay+kd,confidence>=0.95,0,0.95,688791,3052,0.9665,890,0.7641020564089813,0.6336934276728382,0.00552587279514016,0.02404915179030923,27326,0.9459256998585024,0.9046914616619885,144172,12,9
self_evolving+replay+kd,confidence>=0.99,0,0.99,490720,526,0.9902,890,0.7586789588196752,0.6289902331688988,0.006733513869574764,0.02716352140471247,27326,0.9452251477401992,0.9043753420956747,144172,12,8
self_evolving+replay+kd,confidence>=0.997,0,0.997,373668,123,0.9939,890,0.7552207516612771,0.6254095001868843,0.007026275342164971,0.027494536098420428,27326,0.9437269372693727,0.9024599842067751,144172,12,8
