method,confidence_threshold,class_id,silver_true_count,silver_pseudo_count,silver_class_accuracy,holdout_support,holdout_recall,holdout_f1,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
self_evolving+replay+kd,0.9,56,2702,9,0.3333333333333333,2414,0.0,0.0,9435,0.00010598834128245893,0.00021068155482987464,12137,0.00032957073411881023,0.0006557377049180328
self_evolving+replay+kd,0.9,163,141,8,0.125,343,0.0058309037900874635,0.01098901098901099,1600,0.001875,0.003579952267303103,1741,0.0017231476163124641,0.0033003300330033004
self_evolving+replay+kd,0.9,174,248,3,0.0,321,0.0,0.0,1259,0.0,0.0,1507,0.0,0.0
self_evolving+replay+kd,0.9,48,352,3,0.0,664,0.0015060240963855422,0.0030075187969924814,3009,0.0006646726487205051,0.001325820351342393,3361,0.0005950609937518596,0.0011869436201780415
self_evolving+replay+kd,0.9,38,28,12,0.3333333333333333,33,0.06060606060606061,0.08163265306122448,165,0.03636363636363636,0.05555555555555555,193,0.05181347150259067,0.07462686567164178
self_evolving+replay+kd,0.9,69,216,17,0.0,389,0.005141388174807198,0.009411764705882352,1650,0.006666666666666667,0.01220865704772475,1866,0.005894962486602358,0.010794896957801767
self_evolving+replay+kd,0.9,104,86,22,0.0,324,0.0,0.0,1658,0.0024125452352231603,0.004038364462392731,1744,0.0022935779816513763,0.003805899143672693
self_evolving+replay+kd,0.9,47,68,7,0.0,115,0.0,0.0,550,0.0,0.0,618,0.0,0.0
self_evolving+replay+kd,0.9,66,287,32,0.0,386,0.0,0.0,1668,0.0,0.0,1955,0.0,0.0
self_evolving+replay+kd,0.9,10,180,17,0.6470588235294118,211,0.004739336492890996,0.009216589861751152,824,0.0024271844660194173,0.004689331770222743,1004,0.00398406374501992,0.007699711260827719
self_evolving+replay+kd,0.9,109,36,6,0.0,87,0.0,0.0,357,0.0,0.0,393,0.0,0.0
self_evolving+replay+kd,0.9,26,101,28,0.10714285714285714,138,0.0,0.0,706,0.0056657223796034,0.009852216748768473,807,0.004956629491945477,0.008611410118406888
self_evolving+replay+kd,0.95,56,1509,6,0.5,2414,0.0,0.0,10628,0.0001881821603312006,0.0003606853020739405,12137,0.00041196341764851283,0.0007926442612555486
self_evolving+replay+kd,0.95,163,63,0,,343,0.0,0.0,1678,0.0,0.0,1741,0.0,0.0
