method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,full_overall_accuracy,full_overall_macro_f1,full_bad_accuracy,full_bad_macro_f1,full_bad_support,full_stable_accuracy,full_stable_macro_f1,full_stable_support,full_collapsed_count,full_severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,all,5,2,0.5,2.0,890,0,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,
active_head_ft,margin,200,all,5,2,0.5,2.0,890,10,36,0.7802459356522041,0.6467042215553716,0.2914043051691316,0.12848253706562215,27316,0.9422948863794013,0.8888505668110354,144164,9,5,0.7802723489282656,0.6467460800821723,0.29151723633169874,0.12858538301606218,27326,0.9422980883944178,0.8888629297727852,144172,9,5,1290,0.19158145785331726
active_head_ft,margin,500,all,5,2,0.5,2.0,890,20,82,0.7907931254247846,0.6605218166993951,0.31802534241558633,0.16967677937089762,27306,0.942936026749171,0.8925978290467944,144154,8,4,0.7908434594465509,0.6606235606785315,0.31826831588962895,0.16991276408816303,27326,0.9429431512360237,0.8926462500224643,144172,8,4,1890,0.18453998863697052
active_head_ft,margin,1000,all,5,2,0.5,2.0,890,39,155,0.8080650174818431,0.6846078244275389,0.45120386997471323,0.25384171466028016,27287,0.9413707221301069,0.8885174000671938,144143,6,3,0.8081307166030974,0.6848839030796618,0.4517309522066896,0.2549355125137813,27326,0.9413686430097383,0.8885745490610704,144172,6,3,2890,0.18442761898040771
