method,strategy,budget,strict_overall_accuracy,strict_overall_macro_f1,strict_bad_accuracy,strict_bad_macro_f1,strict_bad_support,strict_stable_accuracy,strict_stable_macro_f1,strict_stable_support,strict_collapsed_count,strict_severe_collapsed_count,head_type,hidden_dim
static,margin,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,
original_head,margin,1000,0.8080650174818431,0.6846078244275389,0.45120386997471323,0.25384171466028016,27287,0.9413707221301069,0.8885174000671938,144143,6,3,original,
expanded_head,margin,1000,0.79603684384475,0.6693243552943942,0.44654963902224504,0.3040897431547002,27287,0.9290288116661926,0.8668149364924487,144143,5,2,expanded,512
expanded_head_nokd,margin,1000,0.7584147677898457,0.6310105380280431,0.5045259647451167,0.2879139746450956,27287,0.9113519213558757,0.8178780819930571,144143,4,2,expanded_nokd,512
