strategy,budget,class_id,support,recall,f1
random,200,71,119,0.2689075630252101,0.11387900355871886
random,500,71,119,0.19327731092436976,0.13105413105413105
random,1000,71,119,0.16806722689075632,0.13745704467353953
margin,200,71,119,0.226890756302521,0.12949640287769784
margin,500,71,119,0.21008403361344538,0.13333333333333333
margin,1000,71,119,0.16806722689075632,0.13937282229965156
absorber_random,200,71,119,0.20168067226890757,0.16161616161616163
absorber_random,500,71,119,0.1092436974789916,0.11304347826086956
absorber_random,1000,71,119,0.07563025210084033,0.0962566844919786
absorber_margin,200,71,119,0.09243697478991597,0.10679611650485436
absorber_margin,500,71,119,0.06722689075630252,0.08376963350785341
absorber_margin,1000,71,119,0.06722689075630252,0.0855614973262032
absorber_margin_balanced,200,71,119,0.09243697478991597,0.10576923076923077
absorber_margin_balanced,500,71,119,0.06722689075630252,0.08205128205128205
absorber_margin_balanced,1000,71,119,0.06722689075630252,0.0903954802259887
