method,overall_macro_f1,collapse_macro_f1,stable_macro_f1,collapsed_count,time_s
Static,0.6485842741748165,0.01732684695521593,0.8876253459469835,9,
Tent,0.6487424585644418,0.01608337174634265,0.8871096160729671,9,9.6
EATA,0.6486717357127786,0.017410410979447916,0.8877213477408036,9,9.8
SAR,0.6489139976463325,0.019290326464698946,0.8873359320290465,9,11.5
CoTTA,0.6489556501724861,0.019017965701992007,0.887792037165647,9,12.8
NOTE,0.6482112865154493,0.01614782206808739,0.8871579423269124,9,74.9
