config,recall_threshold,support_threshold,n_collapse_classes,collapse_classes,static_overall_macro_f1,care_overall_macro_f1,static_collapse_f1,care_collapse_f1,delta_collapse_f1,static_stable_f1,care_stable_f1,care_collapsed_count
tau0.05_sup100,0.05,100,10,"[26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6872832772022501,0.009776959188314874,0.29276680821420836,0.28298984902589347,0.9427418591319293,0.9305896260081994,5
tau0.05_sup200,0.05,200,10,"[26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6872832772022501,0.009776959188314874,0.29276680821420836,0.28298984902589347,0.9427418591319293,0.9305896260081994,5
tau0.05_sup50,0.05,50,10,"[26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6872832772022501,0.009776959188314874,0.29276680821420836,0.28298984902589347,0.9427418591319293,0.9305896260081994,5
tau0.15_sup100,0.15,100,13,"[10, 26, 38, 47, 48, 50, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6872832772022501,0.04638775092757816,0.3081365081187507,0.2617487571911725,0.9427418591319293,0.9305896260081994,6
tau0.15_sup200,0.15,200,12,"[10, 26, 47, 48, 50, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6872832772022501,0.04200257175570143,0.2733966363680546,0.23139406461235318,0.9427418591319293,0.9305896260081994,6
tau0.15_sup50,0.15,50,13,"[10, 26, 38, 47, 48, 50, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6872832772022501,0.04638775092757816,0.3081365081187507,0.2617487571911725,0.9427418591319293,0.9305896260081994,6
tau0.1_sup100,0.1,100,12,"[10, 26, 38, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6872832772022501,0.03124873181304721,0.32072353875845644,0.2894748069454092,0.9427418591319293,0.9305896260081994,6
tau0.1_sup200,0.1,200,11,"[10, 26, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6872832772022501,0.024998616523324226,0.27782183410593997,0.2528232175826157,0.9427418591319293,0.9305896260081994,6
tau0.1_sup50,0.1,50,12,"[10, 26, 38, 47, 48, 56, 66, 69, 104, 109, 163, 174]",0.6289523806967563,0.6872832772022501,0.03124873181304721,0.32072353875845644,0.2894748069454092,0.9427418591319293,0.9305896260081994,6
