method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,overall_accuracy,overall_macro_f1,bad_accuracy,bad_macro_f1,bad_support,stable_accuracy,stable_macro_f1,stable_support,collapsed_count,severe_collapsed_count,head_train_samples,selected_mean_proto_distance
static,,0,all,5,2,0.5,2.0,890,0,0,0.7519431632771048,0.6286470835004149,0.006916489789943643,0.027576567124341363,27326,0.9412229836584081,0.9027706369575663,144172,12,8,,
active_head_ft,random,200,all,5,2,0.5,2.0,890,2,21,0.7723477946749958,0.6376317730034904,0.07853326502232306,0.06948927529613753,27326,0.9372346918957911,0.894100843023711,144172,10,5,1290,0.16552788019180298
active_head_ft,random,500,all,5,2,0.5,2.0,890,9,41,0.7889254240951491,0.6573093075430363,0.2887725975261656,0.1377729208968015,27326,0.9416114085952889,0.897460223054453,144172,9,5,1890,0.1663004606962204
active_head_ft,random,1000,all,5,2,0.5,2.0,890,19,87,0.8030514748392001,0.6712748554715197,0.4904120617726707,0.21059933195056732,27326,0.9409871542324446,0.9028746834820327,144172,8,4,2890,0.1635056585073471
active_head_ft,margin,200,all,5,2,0.5,2.0,890,10,36,0.7799284931028567,0.6465246905333242,0.27607406865256534,0.12900757960306883,27326,0.9368254584801488,0.8936892010839893,144172,9,5,1290,0.19158145785331726
active_head_ft,margin,500,all,5,2,0.5,2.0,890,20,82,0.7925876775675261,0.6636527835524736,0.2921027592768792,0.17059474925695692,27326,0.9437824265460699,0.9000514064313355,144172,7,5,1890,0.18453998863697052
active_head_ft,margin,1000,all,5,2,0.5,2.0,890,39,155,0.8090821770079102,0.686226020194061,0.43632437971162996,0.26197727643869984,27326,0.9394750714424438,0.8952711881285909,144172,5,3,2890,0.18442761898040771
active_head_ft,absorber_random,200,all,5,2,0.5,2.0,890,18,200,0.7560535629131465,0.6434920501393908,0.30553319183195493,0.20645161855287134,27326,0.9416599617123991,0.8888550517593699,144172,5,3,1290,0.177294060587883
active_head_ft,absorber_random,500,all,5,2,0.5,2.0,890,37,500,0.765465388077196,0.6634088034047566,0.5154431676791335,0.3338230641930324,27326,0.9414033238076742,0.8942488938062316,144172,5,2,1890,0.1801198124885559
active_head_ft,absorber_random,1000,all,5,2,0.5,2.0,890,76,1000,0.7822145675465093,0.6715091130770855,0.5618092659006075,0.36622518128055176,27326,0.9436437033543268,0.8946560005007684,144172,4,2,2890,0.17961828410625458
active_head_ft,absorber_margin,200,all,5,2,0.5,2.0,890,13,200,0.762565663237429,0.6445001934090284,0.21876601039303228,0.15861687508505234,27326,0.9407374524873068,0.8967949411959859,144172,7,5,1290,0.20104551315307617
active_head_ft,absorber_margin,500,all,5,2,0.5,2.0,890,37,500,0.7745960827642079,0.6659955061116923,0.44298470321305716,0.30801232025912956,27326,0.9413062175734539,0.8965523776079097,144172,4,2,1890,0.1994195431470871
active_head_ft,absorber_margin,1000,all,5,2,0.5,2.0,890,76,1000,0.788230910900532,0.6833507733286629,0.591122008343702,0.4262081331763343,27326,0.9418819188191881,0.8913360931464283,144172,3,2,2890,0.19974380731582642
active_head_ft,absorber_margin_balanced,200,all,5,2,0.5,2.0,890,22,200,0.758052461063051,0.6440302212384941,0.27940423040327894,0.21794585285084112,27326,0.9412160474988208,0.8942625507949667,144172,5,4,1290,0.18888713419437408
active_head_ft,absorber_margin_balanced,500,all,5,2,0.5,2.0,890,61,500,0.7718731980632226,0.6689992071277702,0.43226231427944084,0.3344878099161856,27326,0.9391143911439115,0.891583986668165,144172,4,3,1890,0.18830853700637817
active_head_ft,absorber_margin_balanced,1000,all,5,2,0.5,2.0,890,108,1000,0.7769214550164786,0.6804452478234909,0.53886408548635,0.4073136990168107,27326,0.9404045168271231,0.8930060819821521,144172,4,3,2890,0.1879744678735733
