strategy,budget,class_id,support,recall,f1
random,200,56,8114,0.5253882178949963,0.6701249705258194
random,200,163,1276,0.07993730407523511,0.08357230643179026
random,200,174,1067,0.0,0.0
random,200,48,4498,0.09626500666963095,0.17473769168684422
random,200,38,102,0.43137254901960786,0.5569620253164557
random,200,69,605,0.9322314049586777,0.8068669527896996
random,200,104,1719,0.2815590459569517,0.31685761047463173
random,200,47,384,0.9453125,0.9577836411609498
random,200,66,2587,0.7448782373405489,0.7345149609300553
random,200,10,1346,0.8863298662704309,0.8238950276243094
random,200,109,1236,0.9579288025889967,0.9344909234411997
random,200,26,952,0.6712184873949579,0.6537084398976982
random,500,56,8114,0.5485580478185852,0.6774733637747337
random,500,163,1276,0.06974921630094044,0.0772234273318872
random,500,174,1067,0.0,0.0
random,500,48,4498,0.8990662516674077,0.9342728427861846
random,500,38,102,0.43137254901960786,0.5605095541401274
random,500,69,605,0.8545454545454545,0.7333333333333333
random,500,104,1719,0.39267015706806285,0.44233289646133683
random,500,47,384,0.9453125,0.9490196078431372
random,500,66,2587,0.7398531117124082,0.7463443166309222
random,500,10,1346,0.8855869242199108,0.8394366197183099
random,500,109,1236,0.9506472491909385,0.9351372861122165
random,500,26,952,0.6785714285714286,0.6901709401709402
random,1000,56,8114,0.6141237367512941,0.7310739436619719
random,1000,163,1276,0.04467084639498432,0.06232914160743576
random,1000,174,1067,0.014058106841611996,0.02276176024279211
random,1000,48,4498,0.9293019119608715,0.9545558346654487
random,1000,38,102,0.43137254901960786,0.5641025641025641
random,1000,69,605,0.8545454545454545,0.8128930817610063
random,1000,104,1719,0.3321698662012798,0.4166362641371762
random,1000,47,384,0.9453125,0.9540078843626807
random,1000,66,2587,0.7394665635871666,0.7556784515109619
random,1000,10,1346,0.8796433878157504,0.810403832991102
random,1000,109,1236,0.9457928802588996,0.936698717948718
random,1000,26,952,0.667016806722689,0.6864864864864865
margin,200,56,8114,0.648755237860488,0.7551283890403099
margin,200,163,1276,0.07601880877742946,0.07873376623376624
margin,200,174,1067,0.010309278350515464,0.010041077133728891
margin,200,48,4498,0.09626500666963095,0.17505558924600767
margin,200,38,102,0.43137254901960786,0.5605095541401274
margin,200,69,605,0.9355371900826446,0.8466716529543755
margin,200,104,1719,0.23792902850494474,0.3059087509349289
margin,200,47,384,0.9453125,0.9654255319148937
margin,200,66,2587,0.6853498260533436,0.7822634017207147
margin,200,10,1346,0.8900445765230312,0.7781747320558623
margin,200,109,1236,0.9498381877022654,0.93026941362916
margin,200,26,952,0.680672268907563,0.6701137538779731
margin,500,56,8114,0.7363815627310821,0.7880506462674756
margin,500,163,1276,0.11755485893416928,0.1284796573875803
margin,500,174,1067,0.030927835051546393,0.026045777426992895
margin,500,48,4498,0.3468208092485549,0.5070697220867869
margin,500,38,102,0.4411764705882353,0.5660377358490566
margin,500,69,605,0.9305785123966942,0.8206997084548106
margin,500,104,1719,0.39790575916230364,0.4768211920529801
margin,500,47,384,0.9661458333333334,0.7944325481798715
margin,500,66,2587,0.7398531117124082,0.7899298390425092
margin,500,10,1346,0.8655274888558693,0.8045580110497238
margin,500,109,1236,0.9474110032362459,0.9341842840047866
margin,500,26,952,0.6302521008403361,0.6814310051107325
margin,1000,56,8114,0.8413852600443678,0.8674163013785655
margin,1000,163,1276,0.09952978056426333,0.12555610479485912
margin,1000,174,1067,0.17057169634489222,0.1543026706231454
margin,1000,48,4498,0.4326367274344153,0.5990457134061875
margin,1000,38,102,0.7254901960784313,0.6851851851851852
margin,1000,69,605,0.9223140495867769,0.8801261829652997
margin,1000,104,1719,0.4467713787085515,0.535191637630662
margin,1000,47,384,0.9661458333333334,0.8719153936545241
margin,1000,66,2587,0.7448782373405489,0.8057704369642483
