method,strategy,budget,replay_mode,replay_per_class,target_repeat,replay_distill_weight,distill_temperature,replay_samples,selected_collapse_labels,selected_absorber_preds,overall_accuracy,overall_macro_f1,bad_accuracy,bad_macro_f1,bad_support,stable_accuracy,stable_macro_f1,stable_support,collapsed_count,severe_collapsed_count,head_train_samples,selected_mean_proto_distance,period,input_dir,delta_macro_f1_vs_static,delta_collapse_f1_vs_static,delta_stable_f1_vs_static
active_head_ft,margin,500,all,5,2,0.5,2.0,510,0,1,0.7831760110569551,0.7393154549516571,0.1456445993031359,0.21015585721468075,1435,0.9347083790711121,0.8908735077094313,1482181,0,0,1510,0.16940493881702423,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,0.019938113272356617,0.0920020110608346,-0.00504216882244124
active_head_ft,margin,1000,all,5,2,0.5,2.0,510,1,2,0.7947006346367714,0.7453360936529959,0.15121951219512195,0.2240578213732576,1435,0.938668759078682,0.8913190302860137,1482181,0,0,2510,0.17240899801254272,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,0.02595875197369546,0.10590397521941146,-0.004596646245858871
active_head_ft,absorber_random,200,all,5,2,0.5,2.0,510,5,200,0.7131008026947393,0.7137366560354232,0.25923344947735194,0.3092269326683292,1435,0.9406712135697327,0.8929777306367355,1482181,0,0,910,0.1294785439968109,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,-0.005640685643877208,0.19107308651448301,-0.002937945895137073
active_head_ft,absorber_random,500,all,5,2,0.5,2.0,510,11,500,0.7139386709496426,0.7168566260922371,0.28222996515679444,0.3403361344537815,1435,0.940456664874263,0.8935377750403557,1482181,0,0,1510,0.13114599883556366,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,-0.002520715587063349,0.22218228829993536,-0.002377901491516843
active_head_ft,absorber_random,1000,all,5,2,0.5,2.0,510,21,1000,0.7139127902647457,0.7189174231516002,0.23205574912891985,0.3258317025440313,1435,0.9427026793623721,0.8935221171259411,1482181,0,0,2510,0.1299290657043457,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,-0.00045991852770022046,0.20767785639018516,-0.0023935594059314447
active_head_ft,absorber_margin,200,all,5,2,0.5,2.0,510,16,200,0.7122135946545942,0.7156554525741176,0.3832752613240418,0.35564177174264466,1435,0.9417540772685657,0.8942046235406733,1482181,0,0,910,0.14851874113082886,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,-0.003721889105182896,0.2374879255887985,-0.0017110529911992245
active_head_ft,absorber_margin,500,all,5,2,0.5,2.0,510,28,500,0.7145145540258541,0.7171557247587372,0.32613240418118467,0.36548223350253806,1435,0.9417972568802325,0.8933638999791824,1482181,0,0,1510,0.15033484995365143,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,-0.0022216169205632186,0.2473283873486919,-0.0025517765526901215
active_head_ft,absorber_margin,1000,all,5,2,0.5,2.0,510,60,1000,0.7121961895156286,0.7192465749697273,0.3407665505226481,0.38748019017432644,1435,0.9414936502357,0.8947204339607049,1482181,0,0,2510,0.1514173001050949,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,-0.00013076670957312686,0.2693263440204803,-0.001195242571167654
active_head_ft,absorber_margin_balanced,200,all,5,2,0.5,2.0,510,16,200,0.7133714147683966,0.7153852947821,0.3637630662020906,0.35594953972042276,1435,0.9408054751747593,0.8942322881562005,1482181,0,0,910,0.14851874113082886,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,-0.003992046897200452,0.2377956935665766,-0.001683388375672057
active_head_ft,absorber_margin_balanced,500,all,5,2,0.5,2.0,510,28,500,0.7114813680257608,0.7165807109471043,0.3289198606271777,0.36377649325626205,1435,0.9423572424690372,0.8927592183665274,1482181,0,0,1510,0.15033484995365143,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,-0.002796630732196159,0.24562264710241588,-0.003156458165345155
active_head_ft,absorber_margin_balanced,1000,all,5,2,0.5,2.0,510,60,1000,0.7100552060738183,0.7186520011074058,0.3358885017421603,0.3859087269815853,1435,0.9424247106122666,0.8945818696883462,1482181,0,0,2510,0.1514173001050949,W-2022-47,outputs/collapse_active_replay_quic22_W-2022-47_all_r5_tr2_distill0.5,-0.0007253405718946615,0.26775488082773913,-0.0013338068435263528
