rule,threshold_name,threshold_value,coverage,reject_rate,accepted_accuracy,accepted_macro_f1,collapsed_reject_rate,abrupt_reject_rate,gradual_reject_rate,stable_false_reject_rate,stable_coverage,collapsed_coverage,original_collapse_absorber_errors,kept_collapse_absorber_errors,absorber_error_reduction,original_pair_absorber_errors,kept_pair_absorber_errors,pair_absorber_error_reduction,num_rejected,num_accepted,num_collapsed_samples,num_stable_samples
absorber_distance,ref_p70,0.18611037731170654,0.9562486916474775,0.04375130835252251,0.7622402271017342,0.6339424066242209,0.08869139053470851,0.0827670012151762,0.11438610189342183,0.0029339955053685877,0.9970660044946315,0.9113086094652915,10090,7665,0.24033696729435083,7898,5734,0.2739934160546974,57893,1265336,27342,144172
absorber_proto_disagree,ref_p70,0.18611037731170654,0.9625159363949853,0.0374840636050147,0.7624104036575801,0.6347337342104006,0.08174237436910248,0.0776362572573023,0.09955104430997462,0.002760591515689593,0.9972394084843104,0.9182576256308975,10090,7855,0.2215064420218038,7898,5907,0.25208913649025066,49600,1273629,27342,144172
confidence,ref_p30,0.9530844390392303,0.5142337418542067,0.4857662581457934,0.9680578559157262,0.8201377594427383,0.8951430034379343,0.8832080651694496,0.9469061097013469,0.17997253280803485,0.8200274671919652,0.10485699656206568,10090,250,0.9752229930624381,7898,242,0.9693593314763231,642780,680449,27342,144172
hybrid,conf_p30_margin_p30_dist_p70,0.18611037731170654,0.48486921009137496,0.515130789908625,0.9712699483940753,0.812509589189237,0.9035549703752469,0.8873936720824519,0.9736482529767714,0.18657575673501095,0.8134242432649891,0.09644502962475313,10090,37,0.9963330029732408,7898,32,0.9959483413522411,681636,641593,27342,144172
margin,ref_p30,0.9215571582317352,0.5170820772519344,0.48291792274806555,0.964755384979641,0.8167179417211939,0.8581303489137591,0.8391916827940051,0.9402693734140152,0.18339205948450463,0.8166079405154953,0.14186965108624094,10090,270,0.9732408325074331,7898,262,0.9668270448214737,639011,684218,27342,144172
prototype_distance,ref_p70,0.18611037731170654,0.6462108977357661,0.35378910226423393,0.8139705409403744,0.6771076282541494,0.25890571282276353,0.2436653314730636,0.32500487995315247,0.10628970951363649,0.8937102904863635,0.7410942871772365,10090,7665,0.24033696729435083,7898,5734,0.2739934160546974,468144,855085,27342,144172
